repo_name,total_events,unique_actors,bot_ratio,events_per_actor,events_per_second,distinct_branches,z_total_events,z_unique_actors,z_bot_ratio,z_events_per_actor,z_events_per_second,z_distinct_branches,max_z,anomaly_feature
sidarthus89/EVE-Data-Site,13696,1,0.0,13696.0,0.0536769662480992,0,188.2008412299848,-0.050671985279635054,-0.46454989815209413,198.5435762075879,-0.7778165153680461,-0.07819981116581376,198.5435762075879,events_per_actor
NawfalMotii79/PLFM_RADAR,786,759,0.0,1.0355731225296443,0.0030826793425186194,3,10.735991879605223,196.52673422505364,-0.46454989815209413,-0.044893749471698254,-0.8714292244926929,0.45535090529622074,196.52673422505364,unique_actors
anthropics/claude-code,2114,757,0.5714285714285714,2.7926023778071336,0.008291691834605458,0,28.99109024810283,196.00806033003957,1.115516862902935,-0.01941535167531161,-0.8617911842894899,-0.07819981116581376,196.00806033003957,unique_actors
sidarthus89/EVE-Data-Site-Dev,13455,1,0.0,13455.0,0.0527336860670194,0,184.88798075799087,-0.050671985279635054,-0.46454989815209413,195.0488740843956,-0.7795618312646662,-0.07819981116581376,195.0488740843956,events_per_actor
mika-stoessel/n8n,1081,1,0.0,1081.0,0.9176570458404074,1071,14.791153038269977,-0.050671985279635054,-0.46454989815209413,15.615496190697693,0.8207733813786333,190.3994059657805,190.3994059657805,distinct_branches
shadowm-mounarch/yolo-test,1655,1,0.0,1655.0,0.020473044855142383,1023,22.68153441140072,-0.050671985279635054,-0.46454989815209413,23.938977596143193,-0.8392524842345952,181.86259450238796,181.86259450238796,distinct_branches
drbarrandodger/barran-dodger-archive,12043,1,0.0,12043.0,0.05254936184138759,0,165.47819243244976,-0.050671985279635054,-0.46454989815209413,174.57368986054712,-0.7799028794575362,-0.07819981116581376,174.57368986054712,events_per_actor
trunk-io/mergequeue-demo,4761,3,0.9529510607015332,1587.0,0.06283074892774662,958,65.37757020398622,0.4680019097344369,2.1704711197195015,22.952920565532924,-0.7608796150223759,170.3023289790439,170.3023289790439,distinct_branches
aike478/dds11,11623,1,0.0,11623.0,0.05191898797505673,0,159.70474264723214,-0.050671985279635054,-0.46454989815209413,168.48333761266016,-0.7810692365503585,-0.07819981116581376,168.48333761266016,events_per_actor
affaan-m/everything-claude-code,760,648,0.09473684210526316,1.1728395061728396,0.002982087853877695,5,10.378587845282228,167.74033305177264,-0.2025914614508656,-0.042903271785553865,-0.8716153451466736,0.8110513829375771,167.74033305177264,unique_actors
aa8600303/images,11367,1,0.0,11367.0,0.05089777459365065,0,156.18568754005187,-0.050671985279635054,-0.46454989815209413,164.7711229091862,-0.7829587493209639,-0.07819981116581376,164.7711229091862,events_per_actor
Husninaazra/gitlab,919,1,0.0,919.0,1.4657097288676235,919,12.564250978257467,-0.050671985279635054,-0.46454989815209413,13.266360323655583,1.834814680091949,163.36616966503743,163.36616966503743,distinct_branches
Vecens/Signal-Permafrost,11003,1,0.0,11003.0,0.0432722181583646,0,151.18203105952995,-0.050671985279635054,-0.46454989815209413,159.4928176276842,-0.7970680300352508,-0.07819981116581376,159.4928176276842,events_per_actor
