repo_name,total_events,unique_actors,bot_events,first_event,last_event,total_payload_b,phish_name_flag,ai_coauthor_flag,unique_orgs,events_per_actor,bot_ratio,time_span_s,events_per_second,event_type_diversity,distinct_branches,suspicious_score
evahfkh/ManifestHub,5102,1,0,2026-04-14 00:00:14+00:00,2026-04-14 05:56:44+00:00,2766732,False,False,0,5102.0,0.0,21390.0,0.23852267414679756,1,5087,5
swesmith-uva/django__django.65dfb06a,2831,1,0,2026-04-15 15:06:38+00:00,2026-04-16 09:44:28+00:00,2335575,False,False,1,2831.0,0.0,67070.0,0.04220963172804532,1,2829,4
mobineck/https-github.com-JetBrains-intellij-community,2569,1,0,2026-04-14 06:43:58+00:00,2026-04-14 07:23:37+00:00,1717448,False,False,0,2569.0,0.0,2379.0,1.0798654897015554,1,2132,5
merge-demo/mergequeue-bazel,8911,7,8164,2026-04-14 00:01:12+00:00,2026-04-16 22:59:19+00:00,10331323,False,False,1,1273.0,0.9161710245763663,255487.0,0.03487848696802577,5,2124,5
leandrohstein/transporteservico-urbs-data,8186,1,0,2026-04-14 00:01:07+00:00,2026-04-16 22:59:17+00:00,5891941,False,False,0,8186.0,0.0,255490.0,0.03204039297037066,4,1705,4
mobbcitestjob/ai-blame-e2e-tests,4848,12,257,2026-04-14 07:12:02+00:00,2026-04-16 22:49:38+00:00,5201793,False,False,0,404.0,0.053011551155115515,229056.0,0.021165129924559933,5,1508,3
mika-stoessel/n8n,1081,1,0,2026-04-14 13:46:23+00:00,2026-04-14 14:06:01+00:00,671964,False,False,0,1081.0,0.0,1178.0,0.9176570458404074,1,1071,5
shadowm-mounarch/yolo-test,1655,1,0,2026-04-14 17:14:21+00:00,2026-04-15 15:41:39+00:00,1067257,False,False,0,1655.0,0.0,80838.0,0.020473044855142383,4,1023,4
trunk-io/mergequeue-demo,4761,3,4537,2026-04-15 17:27:40+00:00,2026-04-16 14:30:35+00:00,4848042,False,False,1,1587.0,0.9529510607015332,75775.0,0.06283074892774662,5,958,5
Husninaazra/gitlab,919,1,0,2026-04-15 09:42:39+00:00,2026-04-15 09:53:06+00:00,595185,False,False,0,919.0,0.0,627.0,1.4657097288676235,1,919,5
docker-hardened-images/log,2960,1,2960,2026-04-14 03:44:44+00:00,2026-04-16 22:55:53+00:00,4144145,False,False,1,2960.0,1.0,241869.0,0.012238029677221967,5,832,6
merge-demo/mergequeue-nx,1486,5,1379,2026-04-16 03:30:38+00:00,2026-04-16 22:58:52+00:00,1869790,False,False,1,297.2,0.9279946164199192,70094.0,0.021200102719205638,5,623,5
mrjoshiroshan/ValueFabric,679,1,0,2026-04-15 07:09:20+00:00,2026-04-15 07:15:01+00:00,424953,False,False,0,679.0,0.0,341.0,1.9912023460410557,1,622,5
khd0425/liteLLM,615,1,0,2026-04-16 00:59:39+00:00,2026-04-16 01:10:26+00:00,374779,False,False,0,615.0,0.0,647.0,0.9505409582689336,1,615,5
educatedman/couragous,619,1,0,2026-04-14 19:47:56+00:00,2026-04-14 20:49:05+00:00,376355,False,False,0,619.0,0.0,3669.0,0.16871082038702645,1,614,5
vtest7894-cpu/test-monorepo,598,1,0,2026-04-14 00:01:22+00:00,2026-04-16 22:55:56+00:00,361790,False,False,0,598.0,0.0,255274.0,0.002342580913058126,1,597,4
GameKyuubi/goose,680,2,1,2026-04-14 02:39:08+00:00,2026-04-14 22:31:14+00:00,463845,False,False,0,340.0,0.0014705882352941176,71526.0,0.009507032407795766,3,591,3
KudoKaito272/Mattermost,576,1,0,2026-04-16 04:23:54+00:00,2026-04-16 04:47:02+00:00,347412,False,False,0,576.0,0.0,1388.0,0.414985590778098,1,576,5
safwan370/MatterMost,577,1,0,2026-04-16 03:05:27+00:00,2026-04-16 03:28:11+00:00,339037,False,False,0,577.0,0.0,1364.0,0.42302052785923755,1,571,5
Homebrew/homebrew-cask,1564,21,708,2026-04-14 01:31:12+00:00,2026-04-16 22:55:48+00:00,1621396,False,False,1,74.47619047619048,0.45268542199488493,249876.0,0.006259104515839857,9,544,3
syamilnajhan/Chat-application,529,1,0,2026-04-15 07:35:19+00:00,2026-04-15 07:58:39+00:00,325890,False,False,0,529.0,0.0,1400.0,0.37785714285714284,1,528,5
Shubham22111710/PerfettoMigration,526,1,0,2026-04-14 11:11:07+00:00,2026-04-14 11:15:50+00:00,337494,True,False,0,526.0,0.0,283.0,1.8586572438162545,1,526,8
anandgeorgejohny/Cline-AI-CLI-aNd-Editor-,513,1,0,2026-04-16 11:32:24+00:00,2026-04-16 11:36:42+00:00,341601,False,False,0,513.0,0.0,258.0,1.9883720930232558,1,513,5
google-test2/signclav2-probe-repo,1360,3,0,2026-04-14 00:07:41+00:00,2026-04-16 22:59:37+00:00,1201734,False,False,1,453.3333333333333,0.0,255116.0,0.005330908292698224,3,502,3
s253567675/Huggingface,493,1,0,2026-04-15 08:32:22+00:00,2026-04-15 08:57:32+00:00,293356,False,False,0,493.0,0.0,1510.0,0.3264900662251656,1,493,5
parthivshah1/ps_transformers,476,1,0,2026-04-16 16:51:53+00:00,2026-04-16 17:17:52+00:00,293932,False,False,0,476.0,0.0,1559.0,0.30532392559332905,1,476,5
Angeluis001/openclaw,449,1,0,2026-04-16 03:33:10+00:00,2026-04-16 04:24:51+00:00,280347,False,False,0,449.0,0.0,3101.0,0.14479200257981295,1,449,5
Homebrew/homebrew-core,1743,29,875,2026-04-14 01:38:00+00:00,2026-04-16 22:46:42+00:00,2521512,False,False,1,60.10344827586207,0.5020080321285141,248922.0,0.007002193458191723,8,435,5
konflux-ci/testrepo,1402,6,1402,2026-04-14 01:44:02+00:00,2026-04-16 21:50:24+00:00,1155207,False,False,1,233.66666666666666,1.0,245182.0,0.005718201173006175,4,420,5
secosun/openclawcluster,421,1,0,2026-04-15 14:06:22+00:00,2026-04-15 14:57:58+00:00,255591,False,False,0,421.0,0.0,3096.0,0.13598191214470284,2,420,5
predohenr/mining-framework-analysis,420,1,0,2026-04-14 00:01:33+00:00,2026-04-16 21:48:49+00:00,311270,False,False,0,420.0,0.0,251236.0,0.001671734942444554,2,415,4
security-alliance-bot/eth-phishing-detect,799,1,799,2026-04-14 00:04:32+00:00,2026-04-16 22:52:29+00:00,554552,False,False,0,799.0,1.0,254877.0,0.0031348454352491594,2,404,6
openshift-helm-charts/sandbox-2025-11,1045,2,1045,2026-04-14 05:36:04+00:00,2026-04-16 07:22:37+00:00,1474324,False,False,1,522.5,1.0,179193.0,0.005831701015106617,6,396,5
shenas-org/shenas,641,1,0,2026-04-14 10:41:41+00:00,2026-04-16 21:11:02+00:00,523509,False,False,1,641.0,0.0,210561.0,0.003044248460066204,2,395,4
Guoshizeng/openclaw,380,1,0,2026-04-16 13:13:16+00:00,2026-04-16 14:06:29+00:00,234518,False,False,0,380.0,0.0,3193.0,0.11901033510804886,1,380,5
TimSchoenle/actions-testing,1293,2,1293,2026-04-14 01:38:47+00:00,2026-04-15 16:54:26+00:00,943932,False,False,0,646.5,1.0,141339.0,0.009148218113896376,6,376,5
victor-blanco-viseo/sfcc-pwa2,379,1,0,2026-04-15 14:17:45+00:00,2026-04-15 14:38:31+00:00,247651,False,False,0,379.0,0.0,1246.0,0.3041733547351525,2,372,5
umairit/opentelemetry-collector-contrib,3775,2,3693,2026-04-16 09:41:49+00:00,2026-04-16 11:54:41+00:00,2978452,False,False,0,1887.5,0.9782781456953642,7972.0,0.4735323632714501,3,371,6
intel-lab-lkp/linux,368,1,0,2026-04-14 00:01:08+00:00,2026-04-16 22:50:38+00:00,272070,False,False,0,368.0,0.0,254970.0,0.0014433070557320468,1,367,4
hitenreddy/Agentic-AI,366,1,0,2026-04-14 19:04:40+00:00,2026-04-14 19:06:55+00:00,239340,False,False,0,366.0,0.0,135.0,2.7111111111111112,1,366,5
kjuhwa/skills-hub,762,1,0,2026-04-15 04:05:07+00:00,2026-04-16 22:59:02+00:00,532658,False,False,0,762.0,0.0,154435.0,0.004934114676077314,5,354,4
zhoudka1974/llvm-project,353,1,0,2026-04-16 10:28:24+00:00,2026-04-16 11:03:47+00:00,256890,False,False,0,353.0,0.0,2123.0,0.16627414036740462,1,353,5
geeman611-art/flutter-project,390,2,42,2026-04-15 18:19:17+00:00,2026-04-15 20:37:00+00:00,249515,False,False,0,195.0,0.1076923076923077,8263.0,0.04719835410867724,2,349,3
fa-assistant/jaffle_shop,629,1,0,2026-04-14 00:15:41+00:00,2026-04-16 22:52:41+00:00,368509,False,False,0,629.0,0.0,254220.0,0.0024742349146408622,2,340,4
hgxszhj-pixel/hermes-agent-new,337,1,0,2026-04-14 07:41:58+00:00,2026-04-14 07:46:11+00:00,216354,False,False,0,337.0,0.0,253.0,1.33201581027668,1,337,5
Husninaazra/react,336,1,0,2026-04-15 12:33:31+00:00,2026-04-15 12:50:25+00:00,197710,False,False,0,336.0,0.0,1014.0,0.33136094674556216,1,336,5
NixOS/nixpkgs,2142,234,1540,2026-04-14 00:00:34+00:00,2026-04-16 22:56:22+00:00,5759081,False,False,1,9.153846153846153,0.7189542483660131,255348.0,0.008388552093613421,10,333,4
ursacomputing/crossbow,735,2,0,2026-04-14 00:23:07+00:00,2026-04-16 15:11:56+00:00,649610,False,False,1,367.5,0.0,226129.0,0.003250357097055221,4,323,3
digitalocean-e2e/apps-deploy-on-push,882,1,0,2026-04-14 00:11:03+00:00,2026-04-16 22:56:23+00:00,537192,False,False,0,882.0,0.0,254720.0,0.0034626256281407035,3,322,4
drussell23/JARVIS,1535,4,1494,2026-04-14 00:00:59+00:00,2026-04-16 22:17:36+00:00,5529916,False,False,0,383.75,0.9732899022801303,252997.0,0.006067265619750432,8,322,5
odoo-dev/odoo,1480,338,420,2026-04-14 00:10:04+00:00,2026-04-16 22:56:10+00:00,1148512,False,False,1,4.378698224852071,0.28378378378378377,254766.0,0.005809252412017302,3,321,2
vellum-ai/vellum-assistant,1941,18,636,2026-04-14 00:01:44+00:00,2026-04-16 22:46:41+00:00,4330478,False,False,1,107.83333333333333,0.3276661514683153,254697.0,0.007620820033215939,8,313,3
Husninaazra/kibana,312,1,0,2026-04-15 07:59:30+00:00,2026-04-15 19:58:56+00:00,184220,False,False,0,312.0,0.0,43166.0,0.007227910855766112,1,310,4
direwolf-github/my-app,908,1,0,2026-04-14 00:24:32+00:00,2026-04-16 22:34:14+00:00,528486,False,False,0,908.0,0.0,252582.0,0.0035948721603281312,3,308,4
PostHog/posthog,2252,133,524,2026-04-14 00:06:42+00:00,2026-04-16 22:58:23+00:00,5731562,False,False,1,16.93233082706767,0.23268206039076378,255101.0,0.008827876017734153,10,295,3
vtest7894-cpu/blog,287,1,287,2026-04-14 00:05:36+00:00,2026-04-16 22:56:10+00:00,164738,False,False,0,287.0,1.0,255034.0,0.0011253401507250013,1,287,6
local-dev-appsec-org/elasticsearch-test,286,1,0,2026-04-16 16:41:22+00:00,2026-04-16 16:56:39+00:00,232770,False,False,1,286.0,0.0,917.0,0.311886586695747,1,286,5
AceSeat/Rpmx86E2eTestRepo,4771,1,0,2026-04-14 06:06:27+00:00,2026-04-16 22:31:08+00:00,2969673,False,False,0,4771.0,0.0,231881.0,0.02057520883556652,3,275,4
hitenreddy/SuperAgent,267,1,0,2026-04-14 19:16:05+00:00,2026-04-14 19:17:56+00:00,157881,False,False,0,267.0,0.0,111.0,2.4054054054054053,1,267,5
konflux-qe-bd/devfile-sample-python-basic,714,4,291,2026-04-14 02:23:09+00:00,2026-04-16 20:19:35+00:00,623559,False,False,1,178.5,0.40756302521008403,237386.0,0.0030077595140404235,4,266,3
AceSeat/RpmArmE2eTestRepo,4643,1,0,2026-04-14 06:06:18+00:00,2026-04-16 22:29:10+00:00,2889792,False,False,0,4643.0,0.0,231772.0,0.020032618262775487,3,265,4
alphagov/govuk-helm-charts,773,14,1,2026-04-14 07:20:45+00:00,2026-04-16 17:11:37+00:00,666351,False,False,1,55.214285714285715,0.00129366106080207,208252.0,0.00371184910589094,6,259,3
scalr-automation/terraform-scalr-flat-mirror1,781,7,0,2026-04-14 03:21:19+00:00,2026-04-16 18:17:30+00:00,729928,False,False,1,111.57142857142857,0.0,226571.0,0.0034470430902454417,5,255,3
vm0-ai/vm0,1272,11,680,2026-04-14 00:03:06+00:00,2026-04-16 22:24:04+00:00,3660582,False,False,1,115.63636363636364,0.5345911949685535,253258.0,0.005022546178205624,9,255,5
jeong-sik/masc-mcp,1358,4,170,2026-04-14 00:13:03+00:00,2026-04-16 21:40:21+00:00,1954206,False,False,0,339.5,0.1251840942562592,250038.0,0.005431174461481855,8,253,3
sfgroupltd78-gif/bitcoin,874,1,0,2026-04-14 01:05:03+00:00,2026-04-16 16:16:05+00:00,606919,False,False,0,874.0,0.0,227462.0,0.0038424000492389937,4,253,4
scalr-automation/terraform-scalr-flat-mirror4,788,7,0,2026-04-14 03:17:07+00:00,2026-04-16 21:57:41+00:00,714369,False,False,1,112.57142857142857,0.0,240034.0,0.003282868260329787,5,252,3
CE1CECL/caf-ims,250,1,0,2026-04-14 15:30:48+00:00,2026-04-14 15:31:45+00:00,143526,False,False,0,250.0,0.0,57.0,4.385964912280702,1,250,5
cleanstart-dev/cleanstart-security-advisories,1820,2,0,2026-04-14 00:47:56+00:00,2026-04-16 01:43:30+00:00,1724160,False,False,1,910.0,0.0,176134.0,0.010333041888562117,4,250,3
scalr-automation/terraform-scalr-flat-mirror3,756,7,0,2026-04-14 03:43:25+00:00,2026-04-16 16:53:48+00:00,738778,False,False,1,108.0,0.0,220223.0,0.0034328839403695347,5,248,3
PixeeSandbox/pixee-platform-integration-test--pygoat,589,5,435,2026-04-14 00:36:44+00:00,2026-04-16 22:52:51+00:00,1964347,True,False,1,117.8,0.7385398981324278,252967.0,0.0023283669411425204,6,248,8
MetaMask/metamask-mobile,1492,91,899,2026-04-14 00:00:10+00:00,2026-04-16 22:59:57+00:00,4493198,False,False,1,16.395604395604394,0.6025469168900804,255587.0,0.0058375425980194615,8,241,5
dyutimoya/llama-android-build,238,1,0,2026-04-14 05:34:11+00:00,2026-04-14 05:43:50+00:00,146624,False,False,0,238.0,0.0,579.0,0.4110535405872193,2,237,5
vl93/chatwoot,232,1,0,2026-04-14 08:41:12+00:00,2026-04-14 16:22:14+00:00,135524,False,False,0,232.0,0.0,27662.0,0.008386956836092835,2,229,4
tenstorrent/tt-metal,1357,175,382,2026-04-14 00:02:34+00:00,2026-04-16 22:57:41+00:00,2667957,False,False,1,7.7542857142857144,0.2815033161385409,255307.0,0.005315169580152522,10,229,2
actions-canary/ForkPRCanary,538,3,538,2026-04-14 00:01:34+00:00,2026-04-16 22:46:46+00:00,488421,False,False,1,179.33333333333334,1.0,254712.0,0.002112189453186344,3,222,5
biswadeepmajumdar94-art/research-,221,1,0,2026-04-14 11:36:27+00:00,2026-04-14 11:46:15+00:00,146912,False,False,0,221.0,0.0,588.0,0.3758503401360544,1,220,5
scalr-automation/terraform-scalr-flat-mirror5,668,7,0,2026-04-14 03:21:25+00:00,2026-04-16 20:04:54+00:00,640154,False,False,1,95.42857142857143,0.0,233009.0,0.0028668420533112457,5,213,3
prawn-test-production-rw/mg-service-test,677,2,677,2026-04-14 00:29:34+00:00,2026-04-16 22:19:11+00:00,1221842,False,False,1,338.5,1.0,251377.0,0.002693166041443728,6,210,5
SpecterShell/winget-pkgs,702,2,0,2026-04-14 00:15:38+00:00,2026-04-16 22:28:19+00:00,439200,False,False,0,351.0,0.0,252761.0,0.0027773271984206423,3,208,3
Zycho1991/zycho1923,207,1,0,2026-04-15 08:13:28+00:00,2026-04-15 08:58:32+00:00,122843,False,False,0,207.0,0.0,2704.0,0.07655325443786982,1,207,4
prawn-test-staging-rw/mergequeue_service_test_commit_status,503,2,503,2026-04-14 16:30:24+00:00,2026-04-16 22:30:11+00:00,543515,False,False,1,251.5,1.0,194387.0,0.0025876216002098905,5,207,5
bbq-beets/ForkPRCanary,420,2,420,2026-04-14 00:01:34+00:00,2026-04-16 22:46:45+00:00,313568,False,False,1,210.0,1.0,254711.0,0.001648927608151984,2,205,5
anissyamimi1468-crypto/SkyBlue,205,1,0,2026-04-15 16:05:12+00:00,2026-04-15 16:07:51+00:00,127444,False,False,0,205.0,0.0,159.0,1.2893081761006289,1,205,5
lnminh241104-test3/claude-mem,204,1,204,2026-04-14 04:42:51+00:00,2026-04-14 09:57:37+00:00,222404,False,False,1,204.0,1.0,18886.0,0.010801652017367363,1,204,6
SkyeWang2023/vim-test-pr,460,2,158,2026-04-14 00:48:45+00:00,2026-04-16 14:12:11+00:00,1097862,False,False,0,230.0,0.34347826086956523,221006.0,0.002081391455435599,7,200,3
demergent-labs/azle,419,1,419,2026-04-14 10:31:14+00:00,2026-04-16 10:40:47+00:00,391259,False,False,1,419.0,1.0,173373.0,0.0024167546273064435,2,197,6
scalr-automation/terraform-scalr-flat,583,8,1,2026-04-14 03:43:23+00:00,2026-04-16 21:56:22+00:00,533034,False,False,1,72.875,0.0017152658662092624,238379.0,0.002445685232340097,5,193,3
scalr-automation/terraform-scalr-nested-mirror3,548,7,0,2026-04-14 08:31:05+00:00,2026-04-16 16:45:48+00:00,483434,False,False,1,78.28571428571429,0.0,202483.0,0.0027064000434604387,5,193,3
scalr-automation/terraform-scalr-flat-mirror2,600,7,0,2026-04-14 03:54:03+00:00,2026-04-16 18:16:11+00:00,552499,False,False,1,85.71428571428571,0.0,224528.0,0.0026722725005344544,5,193,3
argo-testing/repo-test,374,1,0,2026-04-14 01:19:25+00:00,2026-04-16 22:45:31+00:00,228150,False,False,0,374.0,0.0,249966.0,0.0014962034836737796,2,193,4
elastic/cloudbeat,883,8,834,2026-04-14 07:30:36+00:00,2026-04-16 22:58:20+00:00,1144712,False,False,1,110.375,0.9445073612684032,228464.0,0.0038649415225155822,7,192,5
prawn-test-staging-rw/mg-service-test,581,2,581,2026-04-14 00:53:37+00:00,2026-04-16 22:25:57+00:00,935946,False,False,1,290.5,1.0,250340.0,0.00232084365263242,6,192,5
DataDog/datadog-agent,1499,139,853,2026-04-14 01:33:45+00:00,2026-04-16 22:59:56+00:00,2462260,False,False,1,10.784172661870503,0.5690460306871248,249971.0,0.005996695616691536,8,190,5
QCADevProd/qdo-canary-pullrequestscan-prod-ap-southeast-1,599,2,304,2026-04-14 00:12:40+00:00,2026-04-16 22:52:47+00:00,1820902,False,False,0,299.5,0.5075125208681135,254407.0,0.002354494962795835,5,185,5
QCADevProd/qdo-canary-pullrequestscan-prod-us-east-1,609,2,321,2026-04-14 00:02:28+00:00,2026-04-16 22:54:37+00:00,1910695,False,False,0,304.5,0.5270935960591133,255129.0,0.0023870277389085523,5,185,5
QCADevProd/qdo-canary-pullrequestscan-prod-ap-southeast-2,516,2,252,2026-04-14 00:10:54+00:00,2026-04-16 22:50:40+00:00,1469049,False,False,0,258.0,0.4883720930232558,254386.0,0.002028413513322274,5,183,3
QCADevProd/qdo-canary-pullrequestscan-prod-eu-central-1,659,2,350,2026-04-14 00:08:03+00:00,2026-04-16 22:58:54+00:00,2029830,False,False,0,329.5,0.5311077389984825,255051.0,0.0025837969660969765,5,183,5
QCADevProd/qdo-canary-pullrequestscan-prod-us-west-2,591,2,311,2026-04-14 00:06:56+00:00,2026-04-16 22:57:13+00:00,1807600,False,False,0,295.5,0.5262267343485617,255017.0,0.0023174925593195746,5,180,5
katakambing/shopize90xt,177,1,0,2026-04-15 18:39:50+00:00,2026-04-15 18:41:03+00:00,111160,False,False,0,177.0,0.0,73.0,2.4246575342465753,1,177,5
QCADevProd/qdo-canary-pullrequestscan-prod-us-east-2,538,2,274,2026-04-14 00:17:12+00:00,2026-04-16 22:56:58+00:00,1627832,False,False,0,269.0,0.5092936802973977,254386.0,0.002114896260014309,5,175,5
QCADevProd/qdo-canary-pullrequestscan-prod-eu-west-1,596,2,317,2026-04-14 00:02:22+00:00,2026-04-16 22:52:28+00:00,1852055,False,False,0,298.0,0.5318791946308725,255006.0,0.0023371999090217484,5,175,5
QCADevProd/qdo-canary-pullrequestscan-prod-ap-northeast-1,620,2,332,2026-04-14 00:02:15+00:00,2026-04-16 22:52:58+00:00,1956092,False,False,0,310.0,0.535483870967742,255043.0,0.002430962621989233,5,173,5
RediSearch/RediSearch,706,28,413,2026-04-14 01:21:47+00:00,2026-04-16 22:27:17+00:00,1558067,False,False,1,25.214285714285715,0.5849858356940509,248730.0,0.002838419169380453,7,172,5
scalr-automation/terraform-scalr-nested,475,9,0,2026-04-14 03:19:08+00:00,2026-04-16 17:00:23+00:00,412111,False,False,1,52.77777777777778,0.0,222075.0,0.0021389170325340537,4,166,3
brioche-dev/brioche-packages,273,3,242,2026-04-14 06:30:19+00:00,2026-04-16 22:00:31+00:00,272594,False,False,1,91.0,0.8864468864468864,228612.0,0.0011941630360610992,5,165,5
scalr-automation/terraform-scalr-nested-mirror2,511,7,0,2026-04-14 03:23:26+00:00,2026-04-16 16:37:57+00:00,445071,False,False,1,73.0,0.0,220471.0,0.0023177651482507904,4,165,3
regro-cf-autotick-bot-staging/conda-forge-pinning-feedstock,164,1,0,2026-04-14 11:52:45+00:00,2026-04-16 20:06:24+00:00,120312,False,False,0,164.0,0.0,202419.0,0.0008102006234592602,1,164,4
ashenmp4/membelizer,164,1,0,2026-04-15 18:41:47+00:00,2026-04-15 18:42:58+00:00,99862,False,False,0,164.0,0.0,71.0,2.3098591549295775,1,164,5
google-test/signclav2-probe-repo,818,4,60,2026-04-14 00:01:46+00:00,2026-04-16 22:59:51+00:00,1865066,False,False,1,204.5,0.07334963325183375,255485.0,0.0032017535276043603,4,162,3
scalr-automation/terraform-scalr-nested-mirror4,444,7,0,2026-04-14 03:19:52+00:00,2026-04-16 18:12:24+00:00,388400,False,False,1,63.42857142857143,0.0,226352.0,0.001961546617657454,5,160,3
mergifyio-testing/functional-testing-repo-sileht,495,2,392,2026-04-15 07:59:01+00:00,2026-04-16 22:59:52+00:00,548402,False,False,1,247.5,0.7919191919191919,140451.0,0.0035243608091078027,6,160,5
boteatudor1985-bit/hashcat,159,1,0,2026-04-16 20:20:46+00:00,2026-04-16 20:24:30+00:00,99710,False,False,0,159.0,0.0,224.0,0.7098214285714286,1,159,5
scalr-automation/terraform-scalr-nested-mirror1,415,7,0,2026-04-14 07:50:27+00:00,2026-04-16 18:22:38+00:00,357421,False,False,1,59.285714285714285,0.0,210731.0,0.0019693353137412153,4,158,3
QCADevProd/qdo-canary-pullrequestscan-prod-eu-north-1,497,2,256,2026-04-14 00:04:35+00:00,2026-04-16 22:54:46+00:00,1566164,False,False,0,248.5,0.5150905432595574,255011.0,0.0019489355361141285,5,157,5
camunda/camunda,1180,70,593,2026-04-14 02:12:09+00:00,2026-04-16 22:52:04+00:00,2511601,False,False,1,16.857142857142858,0.502542372881356,247195.0,0.004773559335747082,9,157,5
syamilnajhan/LMS,156,1,0,2026-04-14 10:49:41+00:00,2026-04-14 11:10:25+00:00,91516,False,False,0,156.0,0.0,1244.0,0.12540192926045016,1,156,5
epsil2/Ultralytics-yolo26,171,2,25,2026-04-14 17:17:01+00:00,2026-04-14 17:25:09+00:00,100434,False,False,0,85.5,0.14619883040935672,488.0,0.35040983606557374,2,152,4
QCADevProd/qdo-canary-pullrequestscan-prod-eu-west-2,536,2,288,2026-04-14 00:00:31+00:00,2026-04-16 22:50:49+00:00,1609898,False,False,0,268.0,0.5373134328358209,255018.0,0.002101812421084002,5,150,5
scalr-automation/terraform-scalr-nested-mirror5,384,7,0,2026-04-14 03:23:19+00:00,2026-04-16 15:23:15+00:00,329881,False,False,1,54.857142857142854,0.0,215996.0,0.0017778107001981517,5,149,3
log-10x/gitops-demo,622,1,0,2026-04-14 14:00:49+00:00,2026-04-16 22:50:32+00:00,527340,False,False,1,622.0,0.0,204583.0,0.003040330819276284,4,148,4
scalr-automation/opa-policy,409,7,0,2026-04-14 03:26:52+00:00,2026-04-16 16:44:56+00:00,346016,False,False,1,58.42857142857143,0.0,220684.0,0.0018533287415490021,4,147,3
SOVEREIGN-NET/The-Sovereign-Network,349,6,8,2026-04-14 05:01:33+00:00,2026-04-16 19:08:08+00:00,565904,False,False,1,58.166666666666664,0.022922636103151862,223595.0,0.0015608578009347258,8,147,3
ibrahimouedraogo211-arch/Execution,144,1,0,2026-04-14 19:49:28+00:00,2026-04-14 19:50:17+00:00,102830,False,False,0,144.0,0.0,49.0,2.938775510204082,1,144,5
r-ryantm/nixpkgs,364,7,0,2026-04-14 00:14:25+00:00,2026-04-16 22:24:10+00:00,207957,False,False,0,52.0,0.0,252585.0,0.00144109903596809,3,143,3
getsentry/sentry,1194,104,233,2026-04-14 00:00:20+00:00,2026-04-16 22:59:33+00:00,2177234,False,False,1,11.48076923076923,0.19514237855946398,255553.0,0.0046722206352498305,10,142,3
testcodefresh/argocd-example-apps,353,1,0,2026-04-14 00:25:33+00:00,2026-04-16 22:16:40+00:00,240654,False,False,0,353.0,0.0,251467.0,0.0014037627203569453,3,140,4
AceSeat/DebArmE2eTestRepo,2363,1,0,2026-04-14 06:05:58+00:00,2026-04-16 22:24:47+00:00,1473185,False,False,0,2363.0,0.0,231529.0,0.010206064898997533,3,139,4
trilitech/octez-manager,221,3,0,2026-04-14 07:57:59+00:00,2026-04-16 14:54:06+00:00,169490,False,False,1,73.66666666666667,0.0,197767.0,0.0011174766265352662,5,138,3
aws-aemilia-kix/Github-PR-Commit-Integration-Test-DoNotTouch-GitH-MJCD6L4M-v2-prod-ap-northeast-3,472,2,39,2026-04-14 00:01:04+00:00,2026-04-16 22:59:06+00:00,712677,True,False,0,236.0,0.0826271186440678,255482.0,0.001847488277060615,5,137,6
openharmony/busmanager_usb_manager,138,1,0,2026-04-15 01:55:51+00:00,2026-04-15 01:57:29+00:00,112348,False,False,1,138.0,0.0,98.0,1.4081632653061225,1,136,5
openai/codex,1482,280,160,2026-04-14 00:00:02+00:00,2026-04-16 22:59:47+00:00,3839801,False,False,1,5.292857142857143,0.10796221322537113,255585.0,0.005798462351076941,12,134,2
StefanMaron/BusinessCentral.AL.Runner,1057,6,7,2026-04-14 05:05:47+00:00,2026-04-16 22:58:40+00:00,2539609,False,False,0,176.16666666666666,0.006622516556291391,237173.0,0.00445666243628069,9,134,3
red-hat-data-services/rhods-operator,720,9,704,2026-04-14 00:33:43+00:00,2026-04-16 20:17:45+00:00,734324,True,False,1,80.0,0.9777777777777777,243842.0,0.002952731686912017,4,134,8
aws-aemilia-pdx/Github-PR-Commit-Integration-Test-DoNotTouch-Gith-RB7P4TGB-v2-preprod-us-west-2,477,2,18,2026-04-14 00:15:52+00:00,2026-04-16 22:45:51+00:00,570589,True,False,0,238.5,0.03773584905660377,253799.0,0.0018794400293145363,5,133,6
rslcode/EpicMS,133,1,0,2026-04-14 00:00:53+00:00,2026-04-14 00:04:13+00:00,74653,False,False,0,133.0,0.0,200.0,0.665,1,133,5
aws-aemilia-sin/Github-PR-Commit-Integration-Test-DoNotTouch-GitH-MJCD6L4M-v2-preprod-ap-southeast-1,493,2,43,2026-04-14 00:02:09+00:00,2026-04-16 22:47:07+00:00,787421,True,False,0,246.5,0.0872210953346856,254698.0,0.0019356257214426498,5,132,6
AceSeat/Debx86E2eTestRepo,2282,1,0,2026-04-14 06:06:22+00:00,2026-04-16 22:29:41+00:00,1421339,False,False,0,2282.0,0.0,231799.0,0.009844736172287196,3,131,4
aws-aemilia-kix/Github-PR-Commit-Integration-Test-DoNotTouch-GitH-MJCD6L4M-v2-preprod-ap-northeast-3,462,2,22,2026-04-14 00:01:49+00:00,2026-04-16 22:57:58+00:00,597252,True,False,0,231.0,0.047619047619047616,255369.0,0.0018091467640943106,5,130,6
