actor_login,repo_name,event_count,rank,purpose_label,name_category,language
Bot-Dragon1122,Bot-Dragon1122/DrawSpace,1,2.0,no_description,automation,
Bot-I0-0I,Bot-I0-0I/Solo-Leveling,4,1.0,no_description,automation,
Bot-Maina,Bot-Maina/tvet-rpl-eportfolio,1,1.0,no_description,automation,
Bot-Manav,Bot-Manav/Pay-Safe,7,1.0,no_description,automation,
Bot-Maverick,Bot-Maverick/PROG-5121poe,1,1.0,no_description,automation,
Bot-Rakshit,Bot-Rakshit/omfit-in,1,1.0,no_description,automation,
Bot-TOM,Bot-TOM/myartipro-frontend,1,1.0,no_description,automation,
Bot-by-surdebmalya,surdebmalya/baud-news-ss,309,1.0,no_description,general,
Bot-e-lho,Bot-e-lho/Bot-e-lho,1,1.0,no_description,automation,
Bot-gets-it-done,o-reis/improver,1,1.0,no_description,general,
Bot-on-Tapwater,Bot-on-Tapwater/gertlerinvestment,2,1.0,no_description,automation,
Bot-opx,Bot-opx/squady-flutter-amap,2,1.0,no_description,automation,
Bot-wxt1221,Bot-wxt1221/pico-keys-sdk,3,1.0,no_description,automation,
Bot-wxt1221,Bot-wxt1221/pico-fido2,2,2.0,no_description,automation,
Brandonoswalt18-bot,Brandonoswalt18-bot/PRM,7,1.0,no_description,automation,
BriAtano-bot,BriAtano-bot/cybersecurity-incident-analysis,5,1.0,no_description,automation,
BrittneyTravis,BrittneyTravis/IIRRedesign,1,1.0,no_description,general,
Bunty-Bot,Bunty-Bot/deep_learning_MBFProject,2,1.0,no_description,automation,
C2-bot,C2-bot/promo_eventi_steam,1,1.0,no_description,automation,
CANTI-BOT,hreskiv/mikr,1,1.0,no_description,general,
CBL-Mariner-Bot,microsoft/azurelinux,38,1.0,no_description,general,
CM-bot,CM-bot/Sales-Analysis-main,2,1.0,no_description,automation,
CRISTOP-bot,CRISTOP-bot/linux-copy,4,1.0,no_description,automation,
CSDC-Bot,HCHS-CSDC/CSDC-OJ-Uptime,8,1.0,no_description,general,
CYBER-x-SACHIYA-SL-MD-BOT,CYBER-x-SACHIYA-SL-MD-BOT/CYBER-PANDA-MD-V-10,11,1.0,no_description,automation,
CYBER-x-SACHIYA-SL-MD-BOT,CYBER-x-SACHIYA-SL-MD-BOT/CYBER-PANDA-MD-V.9,9,2.0,no_description,automation,
CYBER-x-SACHIYA-SL-MD-BOT,CYBER-x-SACHIYA-SL-MD-BOT/CYBER-PANDA-MD-V.0.10,5,3.0,no_description,automation,
CYBER-x-SACHIYA-SL-MD-BOT,CYBER-x-SACHIYA-SL-MD-BOT/WALLYJAYTECH-MD,5,4.0,no_description,automation,
CYBER-x-SACHIYA-SL-MD-BOT,CYBER-x-SACHIYA-SL-MD-BOT/CYBER-PANDA-MD-V-0.8,4,5.0,no_description,automation,
Candice1-bot,Candice1-bot/issue-tracker-v2,1,1.0,no_description,automation,
Celadon-Bot,CeladonSS13/Shiptest,8,1.0,no_description,demo_or_test,
Chard-bot,Chard-bot/Gary-the-coder,1,1.0,no_description,automation,
Chauncey-bot,Chauncey-bot/LLM-gateway,3,1.0,no_description,automation,
ClaudeCode-Bot,AlbertKellner/Starter.Template.AOT,7,1.0,no_description,demo_or_test,
CleitonZize-bot,CleitonZize-bot/-nutrisaude-app,10,1.0,no_description,automation,
Code-Inside-Bot,Code-Inside/KnowYourStack,24,1.0,no_description,general,
Code-Inside-Bot,Code-Inside/Hub,3,2.0,no_description,general,
CodeCrafter123-bot,raphaeltannous/techtalks-refin,1,1.0,no_description,general,
CommunityRadarGG-Bot,CommunityRadarGG/CommunityRadar_Lists,4,1.0,no_description,curated_list,
Copito-bot,Copito-bot/Simulator-of-gears,1,1.0,no_description,automation,
Cori-bot,VoltAgent/awesome-design-md,1,1.0,no_description,curated_list,
Cosmyc-bot,Cosmyc-bot/nubo2026,2,1.0,no_description,automation,
Counselify-bot,Counselify-bot/Counselify,6,1.0,no_description,automation,
Couryrr-bot,couryrr/scripts-conf-dot,4,1.0,no_description,general,
Couryrr-bot,vibed-coded/tuido,1,2.0,no_description,general,
CptWolfii-bot,CptWolfii-bot/darts,1,1.0,no_description,automation,
Crossi-AI-Editor-Bot,Crossatrix/cross-a-chat,3,1.0,no_description,general,
Crossi-AI-Editor-Bot,Crossi-AI-Editor-Bot/cross-a-chat,1,2.0,no_description,automation,
CrowdinBot,BloomBooks/BloomDesktop,78,1.0,no_description,general,
Crowdingcoder,Crowdingcoder/Tienda-Pokemon,1,1.0,no_description,general,
Crowdingcoder,Crowdingcoder/actividad-duoc,1,2.0,no_description,general,
Ctrl-Z-bot,jiahm-flying/car-sales-website,1,1.0,no_description,general,
Curious-mind-bot,jamildawod/admin.uniforma,1,1.0,no_description,general,
CyberHuman-bot,CyberHuman-bot/Hand-in,6,1.0,no_description,automation,
Cyberdemon-bot,Cyberdemon-bot/Aether-Engine,2,1.0,no_description,automation,
Cyriaque-bot,Cyriaque-bot/cfbd-data-pipeline,1,1.0,no_description,automation,
DAILab-bot,sintel-dev/Orion,1,1.0,no_description,general,
DAIZI-BOT,datawhalechina/all-in-rag,1,1.0,no_description,general,
DAIZI-BOT,datawhalechina/hello-agents,1,2.0,no_description,general,
DAIZI-BOT,farion1231/cc-switch,1,3.0,no_description,general,
DDDokok-bot,DDDokok-bot/Portfolio,9,1.0,no_description,automation,
DDSRem-Bot,DDSRem-Dev/MoviePilot-Plugins,3,1.0,no_description,general,
DDSRem-Bot,DDSRem-Dev/MoviePilot,2,2.0,no_description,general,
DDSRem-Bot,FrostN0v0/nonebot-plugin-skland,1,3.0,no_description,automation,
DDSRem-Bot,TicketZako/ZakoBili,1,4.0,no_description,general,
Daniel-code-bot,Daniel-code-bot/RDP-,1,1.0,no_description,automation,
Danielsteenberg-bot,Mercantec-GHC/h5-projekt-vi-er-dem-de-andre-ikke-ma-lege-med,2,1.0,no_description,general,
Darkmerlin-bot,Darkmerlin-bot/novedades,11,1.0,no_description,automation,
Darkmerlin-bot,Darkmerlin-bot/Pagina-Javier,9,2.0,no_description,automation,
Darkmerlin-bot,Darkmerlin-bot/arte-dental-cloud,2,3.0,no_description,automation,
Darkstorm-bot,Darkstorm-bot/MineCraft_crafter,10,1.0,no_description,automation,
Darkstorm-bot,Darkstorm-bot/LLM-Council,7,2.0,no_description,automation,
Darkstorm-bot,Darkstorm-bot/minecraft_omni,6,3.0,no_description,automation,
Darkstorm-bot,Darkstorm-bot/Agentic_AI,1,4.0,no_description,automation,
Darkstorm-bot,HimalayaAI/nep-tokenizer,1,5.0,no_description,general,
Davets-bot,Davets-bot/MCP_DVF,1,1.0,no_description,automation,
David124-bot,David124-bot/Davinif-Website-II,7,1.0,no_description,automation,
David2006-bot,David2006-bot/my-books-app,1,1.0,no_description,automation,
Daxx133-bot,mittal-shreya/parking-management-system,1,1.0,no_description,general,
Deep084-bot,Deep084-bot/university-management-system,3,1.0,no_description,automation,
Delight-bot,Delight-bot/innovate-series-trailblazers,2,1.0,no_description,automation,
DeltaV-Bot,DeltaV-Station/Delta-v,4,1.0,no_description,general,
Derrick-bot,Derrick-bot/back-end,2,1.0,no_description,automation,
Devans-bot,Devans-bot/-Boop,1,1.0,no_description,automation,
Deveji-Bot,Deveji/Deveji-Uptime-Monitor,7,1.0,no_description,general,
Dewm-Bot,Dewm-Bot/MSGO,2,1.0,no_description,automation,
Diego97-bot,Diego97-bot/velvet-backend-clean,1,1.0,no_description,automation,
Diego97-bot,Diego97-bot/velvet-frontend,1,2.0,no_description,automation,
Djibraeel-bot,therealthori/Assignment-2---GD-4,4,1.0,no_description,general,
DlC-bot,DlC-bot/dizhi,22,1.0,no_description,automation,
DotCraft-Bot,DotHarness/dotcraft,10,1.0,no_description,general,
Dud7-bot,Dud7-bot/musicas,2,1.0,no_description,automation,
DuvanL-bot,DuvanL-bot/proyectos,3,1.0,no_description,automation,
ER404R-BOT,ER404R-BOT/lan-dashboard,4,1.0,no_description,automation,
ER404R-BOT,ER404R/lan-dashboard,1,2.0,no_description,general,
Earthquake-Info-bot,Earthquake-Info-bot/TMmap,1,1.0,no_description,automation,
Ebola-Chan-bot,Ebola-Chan-bot/open-webSearch,10,1.0,no_description,automation,
Ebola-Chan-bot,Ebola-Chan-bot/Acode,5,2.0,no_description,automation,
Ebola-Chan-bot,Ebola-Chan-bot/acodex_server,5,3.0,no_description,automation,
