repo_name,total_events,unique_actors,bot_events,first_event,last_event,total_payload_b,phish_name_flag,ai_coauthor_flag,unique_orgs,events_per_actor,bot_ratio,time_span_s,events_per_second,event_type_diversity,distinct_branches,suspicious_score
mergifyio-testing/functional-testing-repo-jd,199,3,150,2026-04-16 14:14:08+00:00,2026-04-16 17:08:34+00:00,194433,False,False,1,66.33333333333333,0.7537688442211056,10466.0,0.01901394993311676,5,71,3
demergent-labs/azle,145,1,145,2026-04-16 10:31:58+00:00,2026-04-16 10:40:47+00:00,135589,False,False,1,145.0,1.0,529.0,0.2741020793950851,2,68,5
QCADevProd/qdo-canary-pullrequestscan-prod-eu-central-1,206,2,98,2026-04-16 00:08:17+00:00,2026-04-16 22:58:54+00:00,581741,False,False,0,103.0,0.47572815533980584,82237.0,0.002504955190486034,5,66,1
argo-testing/repo-test,126,1,0,2026-04-16 01:26:48+00:00,2026-04-16 22:45:31+00:00,76926,False,False,0,126.0,0.0,76723.0,0.0016422715482971209,2,66,2
dsneed123/bucket-budget,223,1,0,2026-04-16 06:38:41+00:00,2026-04-16 22:48:35+00:00,141411,False,False,0,223.0,0.0,58194.0,0.0038320101728700554,4,64,2
QCADevProd/qdo-canary-pullrequestscan-prod-ap-southeast-1,194,2,95,2026-04-16 00:02:52+00:00,2026-04-16 22:52:47+00:00,575651,False,False,0,97.0,0.4896907216494845,82195.0,0.0023602408905651195,5,64,1
nsantini99/a,63,1,0,2026-04-16 20:38:59+00:00,2026-04-16 20:39:50+00:00,38555,False,False,0,63.0,0.0,51.0,1.2352941176470589,1,63,3
QCADevProd/qdo-canary-pullrequestscan-prod-us-west-2,179,2,82,2026-04-16 00:06:54+00:00,2026-04-16 22:57:13+00:00,491943,False,False,0,89.5,0.4581005586592179,82219.0,0.002177112346294652,5,63,1
choiceoh/osty,224,1,0,2026-04-16 00:11:17+00:00,2026-04-16 17:19:53+00:00,142235,False,False,0,224.0,0.0,61716.0,0.0036295288093849245,4,63,2
DataDog/datadog-agent,479,92,259,2026-04-16 00:01:07+00:00,2026-04-16 22:59:56+00:00,994291,False,False,1,5.206521739130435,0.5407098121085595,82729.0,0.005789989000229666,8,62,2
jeong-sik/masc-mcp,387,2,58,2026-04-16 00:01:40+00:00,2026-04-16 21:40:21+00:00,629561,False,False,0,193.5,0.14987080103359174,77921.0,0.004966568704200408,8,62,1
bbq-beets/ForkPRCanary,135,2,135,2026-04-16 00:02:17+00:00,2026-04-16 22:46:45+00:00,100637,False,False,1,67.5,1.0,81868.0,0.0016489959446914545,2,62,3
QCADevProd/qdo-canary-pullrequestscan-prod-ap-northeast-1,200,2,105,2026-04-16 00:02:47+00:00,2026-04-16 22:52:58+00:00,623691,False,False,0,100.0,0.525,82211.0,0.0024327644719076523,5,62,3
0x3EF8/0x3EF8,207,2,7,2026-04-16 02:37:25+00:00,2026-04-16 17:55:41+00:00,130609,False,False,0,103.5,0.033816425120772944,55096.0,0.0037570785537970088,5,60,1
QCADevProd/qdo-canary-pullrequestscan-prod-us-east-1,195,2,108,2026-04-16 00:02:27+00:00,2026-04-16 22:54:37+00:00,617578,False,False,0,97.5,0.5538461538461539,82330.0,0.0023685169440058303,5,60,3
log-10x/gitops-demo,253,1,0,2026-04-16 00:00:39+00:00,2026-04-16 22:50:32+00:00,213860,False,False,1,253.0,0.0,82193.0,0.0030781210078717164,4,60,2
ugoite/syu,214,3,155,2026-04-16 00:29:14+00:00,2026-04-16 18:26:47+00:00,241861,False,False,1,71.33333333333333,0.7242990654205608,64653.0,0.0033099778819234995,8,59,3
anomalyco/opencode,492,136,117,2026-04-16 00:18:23+00:00,2026-04-16 22:58:53+00:00,1144868,False,False,1,3.6176470588235294,0.23780487804878048,81630.0,0.006027195883866226,9,59,0
camunda/camunda,404,47,232,2026-04-16 02:12:23+00:00,2026-04-16 22:52:04+00:00,695111,False,False,1,8.595744680851064,0.5742574257425742,74381.0,0.0054314946021161315,9,59,2
QCADevProd/qdo-canary-pullrequestscan-prod-eu-west-1,190,2,100,2026-04-16 00:02:52+00:00,2026-04-16 22:52:28+00:00,574535,False,False,0,95.0,0.5263157894736842,82176.0,0.0023121105919003113,5,59,3
alphagov/govuk-helm-charts,159,4,0,2026-04-16 07:56:29+00:00,2026-04-16 17:11:37+00:00,132816,False,False,1,39.75,0.0,33308.0,0.004773627957247508,3,59,1
dogtoothdigital-droid/housinginsightsdc,59,1,0,2026-04-16 20:05:25+00:00,2026-04-16 20:06:21+00:00,38311,False,False,0,59.0,0.0,56.0,1.0535714285714286,1,59,3
QCADevProd/qdo-canary-pullrequestscan-prod-ap-southeast-2,147,2,68,2026-04-16 00:00:17+00:00,2026-04-16 22:50:40+00:00,413881,False,False,0,73.5,0.46258503401360546,82223.0,0.0017878209260182674,5,57,1
google-test/signclav2-probe-repo,268,4,21,2026-04-16 00:01:47+00:00,2026-04-16 22:59:51+00:00,592309,False,False,1,67.0,0.07835820895522388,82684.0,0.0032412558657055777,4,57,1
prawn-test-staging-rw/mg-service-test,163,2,163,2026-04-16 00:55:11+00:00,2026-04-16 22:25:57+00:00,284565,False,False,1,81.5,1.0,77446.0,0.00210469230173282,6,55,3
Nedunchezhiyan-M/vscode,61,1,0,2026-04-16 03:21:28+00:00,2026-04-16 19:29:44+00:00,39486,False,False,0,61.0,0.0,58096.0,0.001049986229688791,2,55,2
ArqueOps/verbum,126,2,6,2026-04-16 00:04:18+00:00,2026-04-16 22:31:37+00:00,169922,False,False,1,63.0,0.047619047619047616,80839.0,0.0015586536201585867,5,55,1
prawn-test-production-rw/mg-service-test,171,2,171,2026-04-16 00:30:13+00:00,2026-04-16 22:19:11+00:00,270618,False,False,1,85.5,1.0,78538.0,0.0021772899742799664,6,55,3
pohanhuang/harvester,225,4,130,2026-04-16 01:28:04+00:00,2026-04-16 12:47:50+00:00,606010,False,False,0,56.25,0.5777777777777777,40786.0,0.0055165988329328695,6,54,3
SpecterShell/winget-pkgs,170,1,0,2026-04-16 00:16:25+00:00,2026-04-16 22:28:19+00:00,106513,False,False,0,170.0,0.0,79914.0,0.0021272868333458467,3,54,2
aws-aemilia-kix/Github-PR-Commit-Integration-Test-DoNotTouch-GitH-MJCD6L4M-v2-prod-ap-northeast-3,172,2,11,2026-04-16 00:14:05+00:00,2026-04-16 22:59:06+00:00,237385,True,False,0,86.0,0.06395348837209303,81901.0,0.002100096457918707,5,53,4
openai/codex,541,109,66,2026-04-16 00:00:29+00:00,2026-04-16 22:59:47+00:00,1238342,False,False,1,4.963302752293578,0.12199630314232902,82758.0,0.006537132361826047,10,52,0
Waltzkid/Because,52,1,0,2026-04-16 09:01:45+00:00,2026-04-16 09:02:27+00:00,30180,False,False,0,52.0,0.0,42.0,1.2380952380952381,1,52,3
scalr-automation/terraform-scalr-flat,136,7,0,2026-04-16 01:18:39+00:00,2026-04-16 21:56:22+00:00,117913,False,False,1,19.428571428571427,0.0,74263.0,0.001831329194888437,4,51,1
imbhargav5/unbound.computer,157,3,24,2026-04-16 03:26:48+00:00,2026-04-16 21:14:13+00:00,147830,False,False,0,52.333333333333336,0.15286624203821655,64045.0,0.002451401358419861,5,51,1
scalr-automation/terraform-scalr-flat-mirror3,146,7,0,2026-04-16 00:03:03+00:00,2026-04-16 16:53:48+00:00,147705,False,False,1,20.857142857142858,0.0,60645.0,0.0024074532113117324,5,51,1
aws-aemilia-mxp/Github-PR-Commit-Integration-Test-DoNotTouch-Gith-RB7P4TGB-v2-preprod-eu-south-1,157,2,6,2026-04-16 00:03:26+00:00,2026-04-16 22:51:08+00:00,188774,True,False,0,78.5,0.03821656050955414,82062.0,0.001913187589871073,5,50,4
sofanuladi/rtk-air,50,1,0,2026-04-16 09:26:47+00:00,2026-04-16 09:27:02+00:00,29418,False,False,0,50.0,0.0,15.0,3.3333333333333335,1,50,3
kubestellar/console,530,10,234,2026-04-16 00:00:16+00:00,2026-04-16 22:53:31+00:00,2148571,False,False,1,53.0,0.44150943396226416,82395.0,0.006432429152254384,8,50,1
scalr-automation/terraform-scalr-nested,149,8,0,2026-04-16 00:45:59+00:00,2026-04-16 17:00:23+00:00,130418,False,False,1,18.625,0.0,58464.0,0.002548576902025178,4,50,1
konflux-qe-bd/devfile-sample-python-basic,134,3,57,2026-04-16 06:19:43+00:00,2026-04-16 20:19:35+00:00,117814,False,False,1,44.666666666666664,0.4253731343283582,50392.0,0.0026591522463883157,4,50,1
