actor_login,window_start,event_count
github-actions[bot],2026-04-15 13:20:00+00:00,5710
github-actions[bot],2026-04-15 13:30:00+00:00,1341
github-actions[bot],2026-04-15 13:40:00+00:00,4777
github-actions[bot],2026-04-15 13:50:00+00:00,4813
github-merge-queue[bot],2026-04-15 10:00:00+00:00,57
github-merge-queue[bot],2026-04-15 10:10:00+00:00,53
github-merge-queue[bot],2026-04-15 10:20:00+00:00,54
github-merge-queue[bot],2026-04-15 10:30:00+00:00,57
github-merge-queue[bot],2026-04-15 10:40:00+00:00,58
github-merge-queue[bot],2026-04-15 10:50:00+00:00,45
github-merge-queue[bot],2026-04-15 11:00:00+00:00,50
github-merge-queue[bot],2026-04-15 11:10:00+00:00,23
github-merge-queue[bot],2026-04-15 11:20:00+00:00,51
github-merge-queue[bot],2026-04-15 11:30:00+00:00,59
github-merge-queue[bot],2026-04-15 11:40:00+00:00,81
github-merge-queue[bot],2026-04-15 11:50:00+00:00,70
github-merge-queue[bot],2026-04-15 12:00:00+00:00,52
github-merge-queue[bot],2026-04-15 12:10:00+00:00,45
github-merge-queue[bot],2026-04-15 12:20:00+00:00,73
github-merge-queue[bot],2026-04-15 12:30:00+00:00,63
github-merge-queue[bot],2026-04-15 12:40:00+00:00,61
github-merge-queue[bot],2026-04-15 12:50:00+00:00,42
github-merge-queue[bot],2026-04-15 13:00:00+00:00,58
github-merge-queue[bot],2026-04-15 13:10:00+00:00,79
github-merge-queue[bot],2026-04-15 13:20:00+00:00,64
github-merge-queue[bot],2026-04-15 13:30:00+00:00,64
github-merge-queue[bot],2026-04-15 13:40:00+00:00,61
github-merge-queue[bot],2026-04-15 13:50:00+00:00,55
hyperspace-agent-publisher[bot],2026-04-15 10:00:00+00:00,49
hyperspace-agent-publisher[bot],2026-04-15 10:10:00+00:00,38
hyperspace-agent-publisher[bot],2026-04-15 10:20:00+00:00,23
hyperspace-agent-publisher[bot],2026-04-15 10:30:00+00:00,55
hyperspace-agent-publisher[bot],2026-04-15 10:40:00+00:00,41
hyperspace-agent-publisher[bot],2026-04-15 10:50:00+00:00,60
hyperspace-agent-publisher[bot],2026-04-15 11:00:00+00:00,34
hyperspace-agent-publisher[bot],2026-04-15 11:10:00+00:00,41
hyperspace-agent-publisher[bot],2026-04-15 11:20:00+00:00,37
hyperspace-agent-publisher[bot],2026-04-15 11:30:00+00:00,30
hyperspace-agent-publisher[bot],2026-04-15 11:40:00+00:00,42
hyperspace-agent-publisher[bot],2026-04-15 11:50:00+00:00,56
hyperspace-agent-publisher[bot],2026-04-15 12:00:00+00:00,38
hyperspace-agent-publisher[bot],2026-04-15 12:10:00+00:00,32
hyperspace-agent-publisher[bot],2026-04-15 12:20:00+00:00,43
hyperspace-agent-publisher[bot],2026-04-15 12:30:00+00:00,46
hyperspace-agent-publisher[bot],2026-04-15 12:40:00+00:00,35
hyperspace-agent-publisher[bot],2026-04-15 12:50:00+00:00,48
hyperspace-agent-publisher[bot],2026-04-15 13:00:00+00:00,32
hyperspace-agent-publisher[bot],2026-04-15 13:10:00+00:00,25
hyperspace-agent-publisher[bot],2026-04-15 13:20:00+00:00,23
hyperspace-agent-publisher[bot],2026-04-15 13:30:00+00:00,36
hyperspace-agent-publisher[bot],2026-04-15 13:40:00+00:00,33
hyperspace-agent-publisher[bot],2026-04-15 13:50:00+00:00,42
konflux-internal-p02[bot],2026-04-15 10:00:00+00:00,35
konflux-internal-p02[bot],2026-04-15 10:10:00+00:00,38
konflux-internal-p02[bot],2026-04-15 10:20:00+00:00,20
konflux-staging[bot],2026-04-15 12:10:00+00:00,23
lovable-dev[bot],2026-04-15 11:30:00+00:00,22
lovable-dev[bot],2026-04-15 11:50:00+00:00,20
lovable-dev[bot],2026-04-15 12:00:00+00:00,20
lovable-dev[bot],2026-04-15 12:10:00+00:00,26
lovable-dev[bot],2026-04-15 12:20:00+00:00,22
lovable-dev[bot],2026-04-15 13:30:00+00:00,24
mend-for-github-com[bot],2026-04-15 10:20:00+00:00,22
mend-for-github-com[bot],2026-04-15 10:30:00+00:00,23
mend-for-github-com[bot],2026-04-15 13:00:00+00:00,22
mergify-jd[bot],2026-04-15 13:20:00+00:00,23
mergify-jd[bot],2026-04-15 13:40:00+00:00,21
mergify[bot],2026-04-15 11:40:00+00:00,21
mrbro-bot[bot],2026-04-15 10:50:00+00:00,20
noob-renovate[bot],2026-04-15 12:00:00+00:00,38
promptless[bot],2026-04-15 10:00:00+00:00,69
promptless[bot],2026-04-15 10:20:00+00:00,61
promptless[bot],2026-04-15 11:20:00+00:00,43
promptless[bot],2026-04-15 12:00:00+00:00,53
promptless[bot],2026-04-15 13:20:00+00:00,47
pull[bot],2026-04-15 10:00:00+00:00,171
pull[bot],2026-04-15 10:10:00+00:00,163
pull[bot],2026-04-15 10:20:00+00:00,188
pull[bot],2026-04-15 10:30:00+00:00,194
pull[bot],2026-04-15 10:40:00+00:00,197
pull[bot],2026-04-15 10:50:00+00:00,181
pull[bot],2026-04-15 11:00:00+00:00,163
pull[bot],2026-04-15 11:10:00+00:00,177
pull[bot],2026-04-15 11:20:00+00:00,210
pull[bot],2026-04-15 11:30:00+00:00,218
