repo_name,total_events,unique_actors,bot_ratio,events_per_actor,events_per_second,z_total_events,z_unique_actors,z_bot_ratio,z_events_per_actor,z_events_per_second,max_z,anomaly_feature
crfvasconcellos/ControleFinanceiroWeb,8,4,0.0,2.0,0.0011829069939376016,0.4438089462020297,5.042030367216861,-0.5646739520184048,-0.009521693514525437,-1.3535319165538546,5.042030367216861,unique_actors
EkaitzGarcia/RetoFinal-Grupo1,14,4,0.0,3.5,0.0032377428307123032,0.9121746774158835,5.042030367216861,-0.5646739520184048,0.11118133618260448,-1.349343967612553,5.042030367216861,unique_actors
dataforgoodfr/14_ValorisationDonneeMeteo,19,4,0.0,4.75,0.0014764161939544642,1.3024794534274284,5.042030367216861,-0.5646739520184048,0.2117671942635461,-1.3529337171641642,5.042030367216861,unique_actors
NanmiCoder/cc-haha,4,4,0.0,1.0,0.0003951397806974217,0.13156512539279383,5.042030367216861,-0.5646739520184048,-0.08999037997927872,-1.355137460319268,5.042030367216861,unique_actors
openl-tablets/openl-tablets,16,4,0.5625,4.0,0.0015402387370042356,1.0682965878205015,5.042030367216861,0.7810188184548825,0.15141567941498113,-1.3528036408111956,5.042030367216861,unique_actors
DataDog/dd-sdk-ios,7,4,0.7142857142857143,1.75,0.0006267347121497001,0.3657479909997207,5.042030367216861,1.1441422644556107,-0.029638865130713756,-1.354665448039441,5.042030367216861,unique_actors
Aureliolo/synthorg,19,4,0.7894736842105263,4.75,0.0015526681376154287,1.3024794534274284,5.042030367216861,1.324017655663402,0.2117671942635461,-1.3527783085222609,5.042030367216861,unique_actors
cognitedata/toolkit,28,4,0.03571428571428571,7.0,0.0021008403361344537,2.0050280502482094,5.042030367216861,-0.47923314119470406,0.39282173880924093,-1.3516610819597525,5.042030367216861,unique_actors
NomicFoundation/hardhat,5,4,0.4,1.25,0.000911244760342628,0.20962608059510282,5.042030367216861,0.392263129207044,-0.0698732083630904,-1.3540855897686266,5.042030367216861,unique_actors
reportportal/service-ui,9,4,0.3333333333333333,2.25,0.0009207161125319693,0.5218699014043386,5.042030367216861,0.2327736156694691,0.010595478101662883,-1.354066286260938,5.042030367216861,unique_actors
openbraininstitute/obi-one,10,4,0.0,2.5,0.0009740892265731541,0.5999308566066477,5.042030367216861,-0.5646739520184048,0.030712649717851204,-1.3539575068283223,5.042030367216861,unique_actors
music-assistant/server,8,4,0.0,2.0,0.0006818375522031876,0.4438089462020297,5.042030367216861,-0.5646739520184048,-0.009521693514525437,-1.3545531432623221,5.042030367216861,unique_actors
neo4j-graphacademy/courses,11,4,0.0,2.75,0.001070976535877714,0.6779918118089566,5.042030367216861,-0.5646739520184048,0.05082982133403952,-1.3537600413679844,5.042030367216861,unique_actors
Thiago-code-lab/aws-solutions-architect-brasil,4,4,0.0,1.0,0.0006620324395895399,0.13156512539279383,5.042030367216861,-0.5646739520184048,-0.08999037997927872,-1.354593507946896,5.042030367216861,unique_actors
redhat-documentation/redhat-docs-agent-tools,7,4,0.2857142857142857,1.75,0.0005558202318564396,0.3657479909997207,5.042030367216861,0.11885253457120142,-0.029638865130713756,-1.3548099784283665,5.042030367216861,unique_actors
shivangjhalani/OS-Jackfruit,4,4,0.0,1.0,0.002364066193853428,0.13156512539279383,5.042030367216861,-0.5646739520184048,-0.08999037997927872,-1.3511246028734778,5.042030367216861,unique_actors
NVIDIA-NeMo/Gym,5,4,0.2,1.25,0.0004861448711716091,0.20962608059510282,5.042030367216861,-0.08620541140568039,-0.0698732083630904,-1.354951983374841,5.042030367216861,unique_actors
sunpotflower4460-cpu/Jibunkaigi,7,4,0.0,1.75,0.000999857163262391,0.3657479909997207,5.042030367216861,-0.5646739520184048,-0.029638865130713756,-1.3539049893467574,5.042030367216861,unique_actors
NVIDIA/Model-Optimizer,4,4,0.5,1.0,0.0013054830287206266,0.13156512539279383,5.042030367216861,0.6314973995134061,-0.08999037997927872,-1.3532820950518587,5.042030367216861,unique_actors
BachelorProjectSW/kubernetes_application,12,4,0.08333333333333333,3.0,0.0009891196834817012,0.7560527670112656,5.042030367216861,-0.36531206009643635,0.07094699295022784,-1.3539268733417096,5.042030367216861,unique_actors
gisul-git/Gisul-kanon-kode,5,4,0.0,1.25,0.00043448036148766077,0.20962608059510282,5.042030367216861,-0.5646739520184048,-0.0698732083630904,-1.3550572805108756,5.042030367216861,unique_actors
element-hq/element-call,7,4,0.2857142857142857,1.75,0.0007376962799030457,0.3657479909997207,5.042030367216861,0.11885253457120142,-0.029638865130713756,-1.3544392979149973,5.042030367216861,unique_actors
cognitedata/python-extractor-utils,5,4,0.6,1.25,0.001100594320933304,0.20962608059510282,5.042030367216861,0.8707316698197682,-0.0698732083630904,-1.3536996775329044,5.042030367216861,unique_actors
internetee/rest-whois,28,4,0.8571428571428571,7.0,0.002620005614297745,2.0050280502482094,5.042030367216861,1.4859055077504137,0.39282173880924093,-1.35060297423254,5.042030367216861,unique_actors
facebook/react-native,4,4,0.75,1.0,0.0003618599601954044,0.13156512539279383,5.042030367216861,1.2295830752793115,-0.08999037997927872,-1.3552052877274452,5.042030367216861,unique_actors
home-assistant/iOS,7,4,0.2857142857142857,1.75,0.002492877492877493,0.3657479909997207,5.042030367216861,0.11885253457120142,-0.029638865130713756,-1.3508620733157775,5.042030367216861,unique_actors
MervinPraison/PraisonAI,5,4,0.4,1.25,0.0007587253414264037,0.20962608059510282,5.042030367216861,0.392263129207044,-0.0698732083630904,-1.3543964387072849,5.042030367216861,unique_actors
Captive-Studio/alveole-js,6,4,0.3333333333333333,1.5,0.0016689847009735744,0.2876870357974118,5.042030367216861,0.2327736156694691,-0.04975603674690208,-1.3525412444124896,5.042030367216861,unique_actors
gematik/spec-ISiK-Basismodul,6,4,0.3333333333333333,1.5,0.0014005602240896359,0.2876870357974118,5.042030367216861,0.2327736156694691,-0.04975603674690208,-1.3530883187741816,5.042030367216861,unique_actors
Opetushallitus/oppijanumerorekisteri,16,4,0.8125,4.0,0.0014961660744342623,1.0682965878205015,5.042030367216861,1.379104494220788,0.15141567941498113,-1.35289346504788,5.042030367216861,unique_actors
timescale/timescaledb,6,4,0.16666666666666666,1.5,0.0008305647840531562,0.2876870357974118,5.042030367216861,-0.16595016817446784,-0.04975603674690208,-1.354250023158019,5.042030367216861,unique_actors
Forsakringskassan/cloneman,8,4,0.5,2.0,0.002097535395909806,0.4438089462020297,5.042030367216861,0.6314973995134061,-0.009521693514525437,-1.35166781773916,5.042030367216861,unique_actors
primer-io/primer-sdk-ios,23,4,0.043478260869565216,5.75,0.0016455605637833584,1.6147232742366644,5.042030367216861,-0.46065905188520384,0.29223588072829937,-1.3525889850099575,5.042030367216861,unique_actors
AlgasYmeraga/Internal_Internship_Week_I_Grupi_2,6,4,0.0,1.5,0.006493506493506494,0.2876870357974118,5.042030367216861,-0.5646739520184048,-0.04975603674690208,-1.3427084146692438,5.042030367216861,unique_actors
grafana/k6,5,4,0.0,1.25,0.0003864883667001623,0.20962608059510282,5.042030367216861,-0.5646739520184048,-0.0698732083630904,-1.3551550927157068,5.042030367216861,unique_actors
lynx-family/lynx,19,4,0.0,4.75,0.0015156349712827058,1.3024794534274284,5.042030367216861,-0.5646739520184048,0.2117671942635461,-1.3528537856026974,5.042030367216861,unique_actors
DataDog/dd-trace-java,7,4,0.5714285714285714,1.75,0.0017352503718393653,0.3657479909997207,5.042030367216861,0.8023790211608076,-0.029638865130713756,-1.35240618873496,5.042030367216861,unique_actors
LizardByte/actions,10,4,0.8,2.5,0.002421307506053269,0.5999308566066477,5.042030367216861,1.3492002104324927,0.030712649717851204,-1.3510079396887427,5.042030367216861,unique_actors
hmcts/cath-service,29,4,0.9310344827586207,7.25,0.003911518748314,2.083089005450518,5.042030367216861,1.6626795991097947,0.41293891042542924,-1.3479707488423258,5.042030367216861,unique_actors
Sovereign-Labs/sovereign-sdk,17,4,0.0,4.25,0.0013401655498620417,1.1463575430228103,5.042030367216861,-0.5646739520184048,0.17153285103116944,-1.3532114088076845,5.042030367216861,unique_actors
wasmerio/wasmer,5,4,0.2,1.25,0.001254075746175069,0.20962608059510282,5.042030367216861,-0.08620541140568039,-0.0698732083630904,-1.3533868679347618,5.042030367216861,unique_actors
mitodl/ol-infrastructure,7,4,0.14285714285714285,1.75,0.0009313464608834486,0.3657479909997207,5.042030367216861,-0.2229107087236017,-0.029638865130713756,-1.3540446206099273,5.042030367216861,unique_actors
hoppscotch/hoppscotch,6,4,0.16666666666666666,1.5,0.0005304101838755304,0.2876870357974118,5.042030367216861,-0.16595016817446784,-0.04975603674690208,-1.3548617664990412,5.042030367216861,unique_actors
strata-org/Strata,12,4,0.5,3.0,0.0011409013120365088,0.7560527670112656,5.042030367216861,0.6314973995134061,0.07094699295022784,-1.3536175280892864,5.042030367216861,unique_actors
nguyenLong1911/X100-Day10,5,4,0.0,1.25,0.0016244314489928524,0.20962608059510282,5.042030367216861,-0.5646739520184048,-0.0698732083630904,-1.3526320481356506,5.042030367216861,unique_actors
TheSyx04/group32-e403-day10,4,4,0.0,1.0,0.0025559105431309905,0.13156512539279383,5.042030367216861,-0.5646739520184048,-0.08999037997927872,-1.3507336060234751,5.042030367216861,unique_actors
doublewordai/control-layer,18,4,0.4444444444444444,4.5,0.0016130477641365713,1.2244184982251194,5.042030367216861,0.4985894715654271,0.19165002264735775,-1.3526552491574007,5.042030367216861,unique_actors
matthart1983/netwatch,4,4,0.0,1.0,0.0005459260270233384,0.13156512539279383,5.042030367216861,-0.5646739520184048,-0.08999037997927872,-1.3548301437495636,5.042030367216861,unique_actors
community/community,4,4,0.0,1.0,0.0006133088009812941,0.13156512539279383,5.042030367216861,-0.5646739520184048,-0.08999037997927872,-1.3546928113107335,5.042030367216861,unique_actors
strimzi/strimzi-kafka-operator,6,4,0.0,1.5,0.0011267605633802818,0.2876870357974118,5.042030367216861,-0.5646739520184048,-0.04975603674690208,-1.3536463482666963,5.042030367216861,unique_actors
hmcts/pre-api,12,4,0.25,3.0,0.0010025062656641604,0.7560527670112656,5.042030367216861,0.03341172374750067,0.07094699295022784,-1.3538995902265938,5.042030367216861,unique_actors
arindhimar/Processium,19,4,0.0,4.75,0.0027544215714699915,1.3024794534274284,5.042030367216861,-0.5646739520184048,0.2117671942635461,-1.3503290218537374,5.042030367216861,unique_actors
RevenueCat/purchases-android,11,4,0.09090909090909091,2.75,0.00088403118219079,0.6779918118089566,5.042030367216861,-0.3471882517398937,0.05082982133403952,-1.35414105360363,5.042030367216861,unique_actors
lidofinance/ethereum-staking-widget,7,4,0.0,1.75,0.0006742438836447698,0.3657479909997207,5.042030367216861,-0.5646739520184048,-0.029638865130713756,-1.3545686198739475,5.042030367216861,unique_actors
kweaver-ai/kweaver-dip,4,4,0.0,1.0,0.0015618898867629833,0.13156512539279383,5.042030367216861,-0.5646739520184048,-0.08999037997927872,-1.3527595137290769,5.042030367216861,unique_actors
BibliothecaDAO/eternum,7,4,0.42857142857142855,1.75,0.0008857395925597874,0.3657479909997207,5.042030367216861,0.4606157778660045,-0.029638865130713756,-1.3541375717024153,5.042030367216861,unique_actors
lightly-ai/lightly-studio,13,4,0.0,3.25,0.0010472891323612342,0.8341137222135745,5.042030367216861,-0.5646739520184048,0.09106416456641617,-1.3538083185270178,5.042030367216861,unique_actors
graphql-hive/gateway,21,4,0.47619047619047616,5.25,0.0016795968967447813,1.4586013638320465,5.042030367216861,0.5745368589642722,0.25200153749592274,-1.3525196157581465,5.042030367216861,unique_actors
AndrewDoes/resource-hub,10,4,0.0,2.5,0.0008101101749837978,0.5999308566066477,5.042030367216861,-0.5646739520184048,0.030712649717851204,-1.3542917115775335,5.042030367216861,unique_actors
WarFwog/Marine-WaveShooter,6,4,0.0,1.5,0.0011918951132300357,0.2876870357974118,5.042030367216861,-0.5646739520184048,-0.04975603674690208,-1.3535135979203166,5.042030367216861,unique_actors
PrimeIntellect-ai/verifiers,5,4,0.0,1.25,0.0003753190211679928,0.20962608059510282,5.042030367216861,-0.5646739520184048,-0.0698732083630904,-1.3551778568937298,5.042030367216861,unique_actors
Khaidzvippro/Day10_C401_D6,9,4,0.0,2.25,0.0006470630526996909,0.5218699014043386,5.042030367216861,-0.5646739520184048,0.010595478101662883,-1.3546240169670598,5.042030367216861,unique_actors
SEKOIA-IO/documentation,4,4,0.75,1.0,0.00041854138327927174,0.13156512539279383,5.042030367216861,1.2295830752793115,-0.08999037997927872,-1.3550897656494538,5.042030367216861,unique_actors
mcp-use/mcp-use,7,4,0.2857142857142857,1.75,0.0009343299519487453,0.3657479909997207,5.042030367216861,0.11885253457120142,-0.029638865130713756,-1.3540385399741777,5.042030367216861,unique_actors
ktorio/ktor,5,4,0.2,1.25,0.0016463615409944023,0.20962608059510282,5.042030367216861,-0.08620541140568039,-0.0698732083630904,-1.3525873525429726,5.042030367216861,unique_actors
Sam-Razavi/Nordic-Digital-Solutions,9,4,0.0,2.25,0.0011665586519766689,0.5218699014043386,5.042030367216861,-0.5646739520184048,0.010595478101662883,-1.353565236014311,5.042030367216861,unique_actors
DataDog/browser-sdk,8,4,0.375,2.0,0.0006391307821362947,0.4438089462020297,5.042030367216861,0.3324545616304534,-0.009521693514525437,-1.3546401836814579,5.042030367216861,unique_actors
nextcloud/android,14,4,0.07142857142857142,3.5,0.002338009352037408,0.9121746774158835,5.042030367216861,-0.39379233037100325,0.11118133618260448,-1.3511777091708979,5.042030367216861,unique_actors
Longsted/KollegieBar,5,4,0.0,1.25,0.003946329913180742,0.20962608059510282,5.042030367216861,-0.5646739520184048,-0.0698732083630904,-1.3478998004101248,5.042030367216861,unique_actors
NomicFoundation/slang,10,4,0.5,2.5,0.0013201320132013201,0.5999308566066477,5.042030367216861,0.6314973995134061,0.030712649717851204,-1.3532522390419772,5.042030367216861,unique_actors
Unique-AG/ai,8,4,0.5,2.0,0.0009817155479199902,0.4438089462020297,5.042030367216861,0.6314973995134061,-0.009521693514525437,-1.353941963667239,5.042030367216861,unique_actors
Mindtrace/mindtrace,6,4,0.0,1.5,0.0004897559382907518,0.2876870357974118,5.042030367216861,-0.5646739520184048,-0.04975603674690208,-1.3549446236799942,5.042030367216861,unique_actors
Fellaan/Ood-project,4,4,0.0,1.0,0.0010045203415369162,0.13156512539279383,5.042030367216861,-0.5646739520184048,-0.08999037997927872,-1.3538954853502976,5.042030367216861,unique_actors
curl/curl,4,4,0.25,1.0,0.0005660911406736484,0.13156512539279383,5.042030367216861,0.03341172374750067,-0.08999037997927872,-1.3547890453489753,5.042030367216861,unique_actors
hawkstack/consulting-web,5,4,0.0,1.25,0.000951655881233346,0.20962608059510282,5.042030367216861,-0.5646739520184048,-0.0698732083630904,-1.3540032280986956,5.042030367216861,unique_actors
rabbitmq/rabbitmq-server,4,4,0.25,1.0,0.00041296716911005574,0.13156512539279383,5.042030367216861,0.03341172374750067,-0.08999037997927872,-1.3551011264228598,5.042030367216861,unique_actors
danny-avila/LibreChat,14,4,0.14285714285714285,3.5,0.001673840267814443,0.9121746774158835,5.042030367216861,-0.2229107087236017,0.11118133618260448,-1.352531348310014,5.042030367216861,unique_actors
uelkerd/vis,8,4,0.25,2.0,0.0010317255610007739,0.4438089462020297,5.042030367216861,0.03341172374750067,-0.009521693514525437,-1.3538400385510874,5.042030367216861,unique_actors
shader-slang/slang,13,4,0.5384615384615384,3.25,0.00117096018735363,0.8341137222135745,5.042030367216861,0.7235105804004685,0.09106416456641617,-1.3535562652707156,5.042030367216861,unique_actors
eclipse-set/set,9,4,0.5555555555555556,2.25,0.0009518773135906928,0.5218699014043386,5.042030367216861,0.7644053274613852,0.010595478101662883,-1.3540027767986988,5.042030367216861,unique_actors
IT-Cotato/COTATO-FE-v2,10,4,0.0,2.5,0.001038098204090107,0.5999308566066477,5.042030367216861,-0.5646739520184048,0.030712649717851204,-1.3538270505043533,5.042030367216861,unique_actors
knime/knime-designsystem,10,4,0.2,2.5,0.000835421888053467,0.5999308566066477,5.042030367216861,-0.08620541140568039,0.030712649717851204,-1.3542401239226682,5.042030367216861,unique_actors
scalr-automation/tag-trigger-run,5,4,0.0,1.25,0.0007257947452460444,0.20962608059510282,5.042030367216861,-0.5646739520184048,-0.0698732083630904,-1.3544635543634078,5.042030367216861,unique_actors
Tech4socialsector/SLCM,5,4,0.0,1.25,0.0010375596596804316,0.20962608059510282,5.042030367216861,-0.5646739520184048,-0.0698732083630904,-1.3538281481085752,5.042030367216861,unique_actors
kaizen-squad/upply-backend,11,4,0.0,2.75,0.0016183610416360158,0.6779918118089566,5.042030367216861,-0.5646739520184048,0.05082982133403952,-1.3526444201975,5.042030367216861,unique_actors
SigNoz/signoz.io,12,4,0.0,3.0,0.0016963528413910093,0.7560527670112656,5.042030367216861,-0.5646739520184048,0.07094699295022784,-1.3524854655650334,5.042030367216861,unique_actors
OpenVidu/openvidu-meet,10,4,0.0,2.5,0.0014027212792818067,0.5999308566066477,5.042030367216861,-0.5646739520184048,0.030712649717851204,-1.3530839143401912,5.042030367216861,unique_actors
googleapis/google-cloud-ruby,7,4,0.8571428571428571,1.75,0.035,0.3657479909997207,5.042030367216861,1.4859055077504137,-0.029638865130713756,-1.2846094964178811,5.042030367216861,unique_actors
ai-dynamo/dynamo,11,4,0.6363636363636364,2.75,0.0010393046107331821,0.6779918118089566,5.042030367216861,0.9577259499311728,0.05082982133403952,-1.353824591734006,5.042030367216861,unique_actors
github/awesome-copilot,9,4,0.0,2.25,0.0010863005431502716,0.5218699014043386,5.042030367216861,-0.5646739520184048,0.010595478101662883,-1.3537288095980857,5.042030367216861,unique_actors
NVIDIA/Megatron-LM,5,4,0.4,1.25,0.0005837030119075414,0.20962608059510282,5.042030367216861,0.392263129207044,-0.0698732083630904,-1.3547531506968729,5.042030367216861,unique_actors
liferay-content-management/liferay-portal,7,4,0.14285714285714285,1.75,0.0005837224816544363,0.3657479909997207,5.042030367216861,-0.2229107087236017,-0.029638865130713756,-1.3547531110156952,5.042030367216861,unique_actors
eclipse-score/communication,5,4,0.2,1.25,0.0004582531390340024,0.20962608059510282,5.042030367216861,-0.08620541140568039,-0.0698732083630904,-1.3550088293515297,5.042030367216861,unique_actors
bookdragonish/cv-screening-tool,8,4,0.0,2.0,0.0010468463752944255,0.4438089462020297,5.042030367216861,-0.5646739520184048,-0.009521693514525437,-1.3538092209076147,5.042030367216861,unique_actors
mastra-ai/mastra,6,4,0.16666666666666666,1.5,0.0005190311418685121,0.2876870357974118,5.042030367216861,-0.16595016817446784,-0.04975603674690208,-1.3548849580582274,5.042030367216861,unique_actors
Vonage/vonage-video-ios-app,13,4,0.15384615384615385,3.25,0.0013100876750982565,0.8341137222135745,5.042030367216861,-0.19662122847015526,0.09106416456641617,-1.3532727103489168,5.042030367216861,unique_actors
google/syzkaller,15,4,0.6666666666666666,3.75,0.0013000520020800832,0.9902356326181925,5.042030367216861,1.030221183357343,0.1312985077987928,-1.3532931639955972,5.042030367216861,unique_actors
cockpit-project/cockpit,11,4,0.0,2.75,0.0010918114143920596,0.6779918118089566,5.042030367216861,-0.5646739520184048,0.05082982133403952,-1.3537175779235306,5.042030367216861,unique_actors
elastic/beats,4,4,0.5,1.0,0.0003407735559720566,0.13156512539279383,5.042030367216861,0.6314973995134061,-0.08999037997927872,-1.3552482638049803,5.042030367216861,unique_actors
AZIIZALOYIBI/qurabia.com,6,4,0.16666666666666666,1.5,0.0005520794994479205,0.2876870357974118,5.042030367216861,-0.16595016817446784,-0.04975603674690208,-1.3548176023932834,5.042030367216861,unique_actors
StoDevX/AAO-React-Native,8,4,0.5,2.0,0.002386634844868735,0.4438089462020297,5.042030367216861,0.6314973995134061,-0.009521693514525437,-1.351078605837396,5.042030367216861,unique_actors
pedrazamiguez/split-trip,12,4,0.3333333333333333,3.0,0.0010305736860185502,0.7560527670112656,5.042030367216861,0.2327736156694691,0.07094699295022784,-1.3538423861807742,5.042030367216861,unique_actors
bhasakatech/ogani,5,4,0.0,1.25,0.00040960104857868437,0.20962608059510282,5.042030367216861,-0.5646739520184048,-0.0698732083630904,-1.3551079868934939,5.042030367216861,unique_actors
hmcts/cpp-context-notification-notify,6,4,0.3333333333333333,1.5,0.0005808325266214908,0.2876870357974118,5.042030367216861,0.2327736156694691,-0.04975603674690208,-1.3547590010162025,5.042030367216861,unique_actors
linarsh09/python_example_repo,8,4,0.0,2.0,0.002615233736515201,0.4438089462020297,5.042030367216861,-0.5646739520184048,-0.009521693514525437,-1.3506126997688335,5.042030367216861,unique_actors
fullsend-ai/fullsend,6,4,0.5,1.5,0.0015290519877675841,0.2876870357974118,5.042030367216861,0.6314973995134061,-0.04975603674690208,-1.3528264404596075,5.042030367216861,unique_actors
navikt/su-se-bakover,10,4,0.4,2.5,0.0013462574044157242,0.5999308566066477,5.042030367216861,0.392263129207044,0.030712649717851204,-1.353198993034428,5.042030367216861,unique_actors
chainguard-images/images,9,4,1.0,2.25,0.0011313639220615964,0.5218699014043386,5.042030367216861,1.827668751045217,0.010595478101662883,-1.3536369661882008,5.042030367216861,unique_actors
github/codeql-action,15,4,0.6,3.75,0.0015659254619480112,0.9902356326181925,5.042030367216861,0.8707316698197682,0.1312985077987928,-1.3527512888468156,5.042030367216861,unique_actors
NHSDigital/electronic-prescription-service-api-regression-tests,13,4,0.5384615384615384,3.25,0.0037068719703450244,0.8341137222135745,5.042030367216861,0.7235105804004685,0.09106416456641617,-1.348387838247619,5.042030367216861,unique_actors
akiojin/gwt,42,4,0.35714285714285715,10.5,0.004003431512725193,3.0978814230805347,5.042030367216861,0.28973415621860305,0.6744621414358775,-1.3477834219729383,5.042030367216861,unique_actors
folio-org/mod-ncip,6,4,0.3333333333333333,1.5,0.003303964757709251,0.2876870357974118,5.042030367216861,0.2327736156694691,-0.04975603674690208,-1.3492090010891478,5.042030367216861,unique_actors
dsc-eng/Proj-portfolio,4,4,0.0,1.0,0.0007541478129713424,0.13156512539279383,5.042030367216861,-0.5646739520184048,-0.08999037997927872,-1.3544057681413466,5.042030367216861,unique_actors
RedHatInsights/processing-tools,9,4,0.2222222222222222,2.25,0.0009812472743131269,0.5218699014043386,5.042030367216861,-0.03304224022648885,0.010595478101662883,-1.3539429180529476,5.042030367216861,unique_actors
upstage-sesac-final-project/Re-Verse,7,4,0.14285714285714285,1.75,0.0038043478260869567,0.3657479909997207,5.042030367216861,-0.2229107087236017,-0.029638865130713756,-1.348189173274218,5.042030367216861,unique_actors
ava-labs/avalanchego,14,4,0.42857142857142855,3.5,0.0017017138689680322,0.9121746774158835,5.042030367216861,0.4606157778660045,0.11118133618260448,-1.352474539285978,5.042030367216861,unique_actors
OpenBMB/VoxCPM,4,4,0.0,1.0,0.0005636978579481398,0.13156512539279383,5.042030367216861,-0.5646739520184048,-0.08999037997927872,-1.3547939230845474,5.042030367216861,unique_actors
TimSchonning/MINTS,5,4,0.0,1.25,0.001525320317266626,0.20962608059510282,5.042030367216861,-0.5646739520184048,-0.0698732083630904,-1.3528340459555035,5.042030367216861,unique_actors
ahujasid/blender-mcp,4,4,0.0,1.0,0.0019782393669634025,0.13156512539279383,5.042030367216861,-0.5646739520184048,-0.08999037997927872,-1.3519109542803796,5.042030367216861,unique_actors
AntaresSimulatorTeam/AntaREST,7,4,0.0,1.75,0.000819480215406228,0.3657479909997207,5.042030367216861,-0.5646739520184048,-0.029638865130713756,-1.3542726145527664,5.042030367216861,unique_actors
mdn/browser-compat-data,11,4,0.9090909090909091,2.75,0.0033690658499234303,0.6779918118089566,5.042030367216861,1.6101830507667059,0.05082982133403952,-1.34907631893258,5.042030367216861,unique_actors
Hack23/riksdagsmonitor,19,4,0.8421052631578947,4.75,0.002740516370979374,1.3024794534274284,5.042030367216861,1.4499304295088555,0.2117671942635461,-1.350357361961804,5.042030367216861,unique_actors
getlago/lago-front,21,4,0.7142857142857143,5.25,0.0031408914148967995,1.4586013638320465,5.042030367216861,1.1441422644556107,0.25200153749592274,-1.3495413599185802,5.042030367216861,unique_actors
liveblocks/liveblocks,18,4,0.3333333333333333,4.5,0.0017554125219426564,1.2244184982251194,5.042030367216861,0.2327736156694691,0.19165002264735775,-1.3523650963743596,5.042030367216861,unique_actors
blockscout/blockscout,7,4,0.2857142857142857,1.75,0.000854075158613958,0.3657479909997207,5.042030367216861,0.11885253457120142,-0.029638865130713756,-1.3542021068006687,5.042030367216861,unique_actors
danhilbaluyot/WEBSYS,12,4,0.0,3.0,0.002977667493796526,0.7560527670112656,5.042030367216861,-0.5646739520184048,0.07094699295022784,-1.3498740256407429,5.042030367216861,unique_actors
duckduckgo/apple-browsers,6,4,0.16666666666666666,1.5,0.0008114687584527996,0.2876870357974118,5.042030367216861,-0.16595016817446784,-0.04975603674690208,-1.3542889426564844,5.042030367216861,unique_actors
TrueMrMaverick/deep-peak-game,10,4,0.0,2.5,0.0011508804235239958,0.5999308566066477,5.042030367216861,-0.5646739520184048,0.030712649717851204,-1.353597189720332,5.042030367216861,unique_actors
GlitchHub-Team/GlitchHub-Team.github.io,5,4,0.0,1.25,0.00043489605984169783,0.20962608059510282,5.042030367216861,-0.5646739520184048,-0.0698732083630904,-1.3550564332784831,5.042030367216861,unique_actors
FH-Complete/FHC-Core,5,4,0.0,1.25,0.000357423690042176,0.20962608059510282,5.042030367216861,-0.5646739520184048,-0.0698732083630904,-1.3552143292637855,5.042030367216861,unique_actors
nilshehu278/Internal_Internship_Week_I_Grupi_X-,5,4,0.0,1.25,0.0012132977432661976,0.20962608059510282,5.042030367216861,-0.5646739520184048,-0.0698732083630904,-1.3534699773447956,5.042030367216861,unique_actors
PalmEmanuel/gEcho,28,4,0.21428571428571427,7.0,0.005564387917329093,2.0050280502482094,5.042030367216861,-0.05202908707620014,0.39282173880924093,-1.344602045823523,5.042030367216861,unique_actors
aflorent44/bookhub,7,4,0.0,1.75,0.0005122201082979657,0.3657479909997207,5.042030367216861,-0.5646739520184048,-0.029638865130713756,-1.354898839586046,5.042030367216861,unique_actors
pucardotorg/dristi-solutions,6,4,0.0,1.5,0.001890359168241966,0.2876870357974118,5.042030367216861,-0.5646739520184048,-0.04975603674690208,-1.3520900624011405,5.042030367216861,unique_actors
home-assistant/home-assistant.io,4,4,0.0,1.0,0.0004463289444320464,0.13156512539279383,5.042030367216861,-0.5646739520184048,-0.08999037997927872,-1.3550331319830418,5.042030367216861,unique_actors
dimayuga-adrieljoseph/Undrafted-PUPTAS,13,4,0.07692307692307693,3.25,0.0009245430623710973,0.8341137222135745,5.042030367216861,-0.38064759024428,0.09106416456641617,-1.3540584865767782,5.042030367216861,unique_actors
paradedb/paradedb,8,4,0.625,2.0,0.0009168003667201467,0.4438089462020297,5.042030367216861,0.9305402373963588,-0.009521693514525437,-1.3540742669196522,5.042030367216861,unique_actors
priscilanpTI/atiivdade-pratica-turma-tarde-g2,4,4,0.0,1.0,0.0009643201542912247,0.13156512539279383,5.042030367216861,-0.5646739520184048,-0.08999037997927872,-1.3539774171175962,5.042030367216861,unique_actors
sl-design-system/components,7,4,0.14285714285714285,1.75,0.0009456903539583896,0.3657479909997207,5.042030367216861,-0.2229107087236017,-0.029638865130713756,-1.3540153864050615,5.042030367216861,unique_actors
princlahu/Internal_Internship_Week_1_Grupi_11,5,4,0.0,1.25,0.0013509862199405566,0.20962608059510282,5.042030367216861,-0.5646739520184048,-0.0698732083630904,-1.3531893552630712,5.042030367216861,unique_actors
pydantic/pydantic-ai,6,4,0.5,1.5,0.00043333814820164666,0.2876870357974118,5.042030367216861,0.6314973995134061,-0.04975603674690208,-1.3550596084491155,5.042030367216861,unique_actors
Elky-S/Room-allocation,10,4,0.0,2.5,0.002131741632914091,0.5999308566066477,5.042030367216861,-0.5646739520184048,0.030712649717851204,-1.3515981022069095,5.042030367216861,unique_actors
