repo_name,total_events,unique_actors,bot_ratio,events_per_actor,events_per_second,z_total_events,z_unique_actors,z_bot_ratio,z_events_per_actor,z_events_per_second,max_z,anomaly_feature
thedoggybrad/easylist-mirror,272,1,1.0,272.0,0.01965459932076017,21.0519011196116,-0.13528239757438554,1.827668751045217,21.717023651968862,-1.3158848680939688,21.717023651968862,events_per_actor
Nomaryth/AgnesBot,264,1,1.0,264.0,0.01840875810612928,20.427413477993127,-0.13528239757438554,1.827668751045217,21.073274160250836,-1.3184240098115052,21.073274160250836,events_per_actor
mcw-Lavanya/x265_old,22,1,0.0,22.0,11.0,1.5366623190343554,-0.13528239757438554,-0.5646739520184048,1.5998520357805401,21.063093088646642,21.063093088646642,events_per_second
amplication/amplication,11,2,1.0,5.5,11.0,0.6779918118089566,1.5904885240226965,1.827668751045217,0.27211870911211106,21.063093088646642,21.063093088646642,events_per_second
aminulzisan/Facebook-Account-Report,260,1,0.0,260.0,0.018117204376001672,20.11516965718389,-0.13528239757438554,-0.5646739520184048,20.751399414391823,-1.3190182237694128,20.751399414391823,events_per_actor
krishnagupta7880/Abc,259,1,0.0,259.0,0.01813344535461738,20.03710870198158,-0.13528239757438554,-0.5646739520184048,20.670930727927068,-1.3189851231255647,20.670930727927068,events_per_actor
openshift/openshift-docs,30,13,0.36666666666666664,2.3076923076923075,0.002231312755671253,2.161149960652827,20.573968661590598,0.3125183724382565,0.015237902320783248,-1.3513951668820179,20.573968661590598,unique_actors
stackrox/stackrox,69,13,0.07246376811594203,5.3076923076923075,0.005795884082318354,5.205527213542878,20.573968661590598,-0.3913157851297366,0.2566439617150431,-1.3441302348390485,20.573968661590598,unique_actors
juspay/hyperswitch,27,13,0.37037037037037035,2.076923076923077,0.0021947650788489677,1.9269670950459004,20.573968661590598,0.3213789009681218,-0.003331794555698248,-1.351469654489113,20.573968661590598,unique_actors
island-is/island.is,28,13,0.42857142857142855,2.1538461538461537,0.002042751878602174,2.0050280502482094,20.573968661590598,0.4606157778660045,0.002858104403128905,-1.3517794717064517,20.573968661590598,unique_actors
Programacion-I-2026/ejercicio_kiosco,19,13,0.0,1.4615384615384615,0.00263705759888966,1.3024794534274284,20.573968661590598,-0.5646739520184048,-0.05285098622631567,-1.3505682206821392,20.573968661590598,unique_actors
