actor_login,repo_name,event_count,rank,purpose_label,name_category,language
codeant-ai[bot],chethanuk/opensearch-migrations,2,2.0,no_description,general,
codeant-ai[bot],sanjaydgtoohl/lms-frontend,2,3.0,no_description,general,
codeant-ai[bot],IJHack/QtPass,1,4.0,no_description,general,
codeant-ai[bot],KooshaPari/Stashly,1,5.0,no_description,general,
codecanary-bot[bot],alansikora/llmux,1,1.0,no_description,general,
codecatalyst-integ[bot],SrcsGammaPDXCanaryUser/github-Update,43,1.0,no_description,general,
codecatalyst-integ[bot],SrcsGammaPDXCanaryUser/github-Put,33,2.0,no_description,general,
codecatalyst-integ[bot],SrcsBetaPDXCanaryUser/github-Put,22,3.0,no_description,general,
codecatalyst-integ[bot],SrcsGammaPDXCanaryUser/github-Delete,18,4.0,no_description,general,
codecatalyst-integ[bot],SrcsBetaPDXCanaryUser/github-Delete,14,5.0,no_description,general,
codecov-commenter,apache/hudi,3,1.0,no_description,general,
codecov-commenter,ddnetters/stringly-typed,2,2.0,no_description,general,
codecov-commenter,Democratizing-Models/DEMOSObjects.jl,1,3.0,no_description,demo_or_test,
codecov-commenter,Juancete/Pdep-Classroom,1,4.0,no_description,general,
codecov-commenter,MetaMask/metamask-mobile,1,5.0,no_description,general,
codecov[bot],Expensify/App,2,1.0,no_description,general,
codecov[bot],maldwg/BICEP,2,2.0,no_description,general,
codecov[bot],qwandor/dancelist,2,3.0,no_description,curated_list,
codecov[bot],ultralytics/yolo-ios-app,2,4.0,no_description,general,
codecov[bot],vm0-ai/vm0,2,5.0,no_description,general,
codecrafters-bot,cc-code-examples/beautiful-minnow-200979,1,1.0,no_description,demo_or_test,
codecrafters-bot,cc-code-examples/colorful-moose-206220,1,2.0,no_description,demo_or_test,
codecrafters-publish-to-github[bot],devd-s/shell-python,12,1.0,no_description,general,
codecrafters-publish-to-github[bot],EpitomeZied/codecrafters-redis-javascript,6,2.0,no_description,general,
codecrafters-publish-to-github[bot],MihsterRobot/codecrafters-redis-python,4,3.0,no_description,automation,
codecrafters-publish-to-github[bot],devd-s/dns_try,1,4.0,no_description,general,
codefresh-git-integration[bot],codefresh-io/codefresh-onprem-helm,1,1.0,no_description,general,
codefresh-v2-pipelines[bot],codefresh-io/codefresh-onprem-helm,1,1.0,no_description,general,
codelabs-bot,codelabs-ch/muen,1,1.0,no_description,general,
codemetrics-ai[bot],alialobidm/Bridge,1,1.0,no_description,general,
codeql-action-automation[bot],github/codeql-action,1,1.0,no_description,automation,
coderabbitai[bot],Aureliolo/synthorg,14,1.0,no_description,general,
coderabbitai[bot],mta-babel/DeckTop,11,2.0,no_description,general,
coderabbitai[bot],trpc-group/trpc-agent-go,7,3.0,no_description,general,
coderabbitai[bot],chloebaisse1/app-weezer,6,4.0,no_description,general,
coderabbitai[bot],Four-tential/Potential,5,5.0,no_description,general,
coderoi-qa-app[bot],ChangeCapTestOrg1/ChangeCapOrgTestRepo2PublicUpd1,7,1.0,no_description,demo_or_test,
coderoi-qa-app[bot],cc-kutasevich-org-local/manual-test-1,2,2.0,no_description,demo_or_test,
codescene-delta-analysis[bot],leynos/axinite,5,1.0,no_description,general,
codescene-delta-analysis[bot],abhimehro/email-security-pipeline,2,2.0,no_description,general,
codescene-delta-analysis[bot],leynos/podbot,1,3.0,no_description,automation,
codescene-delta-analysis[bot],leynos/shared-actions,1,4.0,no_description,automation,
codescene-delta-analysis[bot],linagora/twake-on-matrix,1,5.0,no_description,general,
codewarden-bot[bot],caycehouse/home-ops,1,1.0,no_description,general,
codspeed-hq[bot],pydantic/pydantic,2,1.0,no_description,general,
codspeed-hq[bot],BerriAI/litellm,1,2.0,no_description,general,
codspeed-hq[bot],BobTheBuidler/cchecksum,1,3.0,no_description,general,
codspeed-hq[bot],esphome/aioesphomeapi,1,4.0,no_description,general,
codspeed-hq[bot],nuxt/nuxt,1,5.0,no_description,general,
comfy-pr-bot,Comfy-Org/ComfyUI_frontend,2,1.0,no_description,general,
comfy-pr-bot,ComfyNodePRs/PR-ComfyUI-My-Mask-2a6d7c85,1,2.0,no_description,general,
comfy-pr-bot,ComfyNodePRs/PR-RES4LYF-ebf56db9,1,3.0,no_description,general,
commerce-dev-agent-test[bot],rojoangel/commerce-devagent-demo3,5,1.0,no_description,demo_or_test,
commit-action-bot[bot],MorePET/mat,3,1.0,no_description,general,
commit-commander[bot],d4rkfella/keycloak-custom-theme,4,1.0,no_description,general,
commit-commander[bot],d4rkfella/home-ops,3,2.0,no_description,general,
commithabit[bot],janmej0y/tunik-tunik,1,1.0,no_description,general,
common-repo[bot],common-repo/common-repo,2,1.0,no_description,general,
community-payback-workflows[bot],ministryofjustice/hmpps-community-payback-supervisors-ui,2,1.0,no_description,general,
community-payback-workflows[bot],ministryofjustice/hmpps-community-payback-ui,2,2.0,no_description,general,
communityaccommodationtypegen[bot],ministryofjustice/hmpps-approved-premises-ui,1,1.0,no_description,general,
compliance-pr-automation-bot[bot],hashicorp/terraform-plugin-codegen-framework,1,1.0,no_description,general,
compliance-pr-automation-bot[bot],hashicorp/terraform-plugin-codegen-openapi,1,2.0,no_description,general,
compliance-pr-automation-bot[bot],hashicorp/terraform-plugin-codegen-spec,1,3.0,no_description,general,
compliance-pr-automation-bot[bot],hashicorp/terraform-provider-google,1,4.0,no_description,general,
compozerr[bot],compozerr-test2/github,1,1.0,no_description,demo_or_test,
conda-bot,conda/conda,1,1.0,no_description,general,
conda-forge-webservices[bot],conda-forge/conda-forge-status-monitor,24,1.0,no_description,general,
conda-forge-webservices[bot],conda-forge/feedstocks,17,2.0,no_description,general,
conda-forge-webservices[bot],conda-forge/amorphouspy-feedstock,1,3.0,no_description,general,
conjure-bot[bot],conjure-cp/conjure-oxide-reports,4,1.0,no_description,general,
content-bot,demisto/content,5,1.0,no_description,general,
contentful-automation[bot],contentful/create-contentful-app,1,1.0,no_description,general,
controlai-app[bot],Qais-faiz/screenshot-app,1,1.0,no_description,general,
coolify-l2beat[bot],l2beat/l2beat,3,1.0,no_description,general,
copilot-test-denis[bot],denis-maiorov-brightsec/brokencrystals,3,1.0,no_description,general,
copy-pr-bot[bot],ai-dynamo/dynamo,7,1.0,no_description,general,
copy-pr-bot[bot],NVIDIA/cccl,4,2.0,no_description,general,
copy-pr-bot[bot],NVIDIA/ISV-NCP-Validation-Suite,3,3.0,no_description,general,
copy-pr-bot[bot],ai-dynamo/nixl,3,4.0,no_description,general,
copy-pr-bot[bot],rapidsai/cudf,3,5.0,no_description,general,
copybara-service[bot],openxla/xla,46,1.0,no_description,general,
copybara-service[bot],tensorflow/tensorflow,38,2.0,no_description,general,
copybara-service[bot],jax-ml/jax,23,3.0,no_description,general,
copybara-service[bot],google/device-infra,10,4.0,no_description,general,
copybara-service[bot],google-ai-edge/LiteRT,9,5.0,no_description,general,
copybara-syncer-10gen-to-mongodb[bot],mongodb/mongo,4,1.0,no_description,general,
core-ds-app[bot],core-ds/core-components,5,1.0,no_description,general,
coreboot-bot,coreboot/coreboot,1,1.0,no_description,general,
correctum-releaser[bot],kkm18-ru/Correctum,1,1.0,no_description,general,
cosasparaelcole333-bot,cosasparaelcole333-bot/Mision-to-the-moon,1,1.0,no_description,automation,
costellobot[bot],martincostello/costellobot,3,1.0,no_description,automation,
costellobot[bot],martincostello/update-dotnet-sdk,2,2.0,no_description,general,
costellobot[bot],martincostello/benchmarks-dashboard,1,3.0,no_description,general,
costellobot[bot],martincostello/dotnet-bumper,1,4.0,no_description,general,
cow-bot,ess-dmsc/nicos,2,1.0,no_description,general,
cozydevbot[bot],cozydev-pink/textmogrify,1,1.0,no_description,general,
cpp-github-management[bot],hmcts/cpp-context-staging-bulkscan,8,1.0,no_description,general,
cpp-github-management[bot],hmcts/cpp-context-staging-prosecutors-spi,6,2.0,no_description,general,
cpp-github-management[bot],hmcts/cpp-context-notification-notify,2,3.0,no_description,general,
cpp-github-management[bot],hmcts/cpp-context-progression,1,4.0,no_description,general,
cpp-github-management[bot],hmcts/cpp-context-results,1,5.0,no_description,general,
cppget-bot,cppget/public,1,1.0,no_description,general,
cpullvm-upstream-sync[bot],navaneethshan/cpullvm-toolchain-1,11,1.0,no_description,general,
cr-gpt[bot],simonwang794/chat-ollama,2,1.0,no_description,general,
cr-gpt[bot],Thirosue/astro-admin-sample,1,2.0,no_description,demo_or_test,
cr-gpt[bot],Thirosue/flutter_with_getx,1,3.0,no_description,general,
cr-gpt[bot],leslieeilsel/vue-vben-admin,1,4.0,no_description,general,
cr-gpt[bot],sky-dust-intelligence/ai-saas-skydust,1,5.0,no_description,general,
craftedsignal-threat-intelligence[bot],CraftedSignal/threat-feed,2,1.0,no_description,general,
craigbidenbot[bot],Merit-Systems/x402scan,1,1.0,no_description,general,
cratis-bot,Cratis/Chronicle,1,1.0,no_description,general,
create-issue-branch[bot],midnghtsapphire/revvel-standards,3,1.0,no_description,general,
create-pr-action[bot],ministryofjustice/hmpps-prisoner-to-nomis-update,14,1.0,no_description,general,
create-pr-action[bot],ministryofjustice/hmpps-prisoner-from-nomis-migration,1,2.0,no_description,general,
cristinasevilla-bot,cristinasevilla-bot/luhv,2,1.0,no_description,automation,
crossleyc-bot,crossleyc-bot/Procela,1,1.0,no_description,automation,
ct-changesets[bot],commercetools/merchant-center-application-kit,1,1.0,no_description,general,
ct-prd-pr-scan[bot],magento/magento2,1,1.0,no_description,general,
cto-new[bot],thallapalli/sscscore,5,1.0,no_description,general,
cto-new[bot],lovexw/www.btchao.com,4,2.0,no_description,general,
cto-new[bot],spiritlifeschoolofministry/spiritlifesom,4,3.0,no_description,general,
cto-new[bot],Davidf1121/utility-discord-bot,3,4.0,no_description,automation,
cto-new[bot],maozinhaws/pintor-plus,3,5.0,no_description,general,
cubic-dev-ai[bot],VictoriaMetrics/VictoriaMetrics,4,1.0,no_description,general,
cubic-dev-ai[bot],GrafeoDB/grafeo,3,2.0,no_description,general,
cubic-dev-ai[bot],crt25/collimator,2,3.0,no_description,general,
cubic-dev-ai[bot],elie222/inbox-zero,2,4.0,no_description,general,
cubic-dev-ai[bot],flazouh/acepe,2,5.0,no_description,general,
cubis-renovate[bot],cubismod/inky-mbta-tracker,1,1.0,no_description,general,
curiobot4proskills[bot],ProSkillsMD/proskills,2,1.0,no_description,general,
curriculum-exercise-publisher[bot],skiller-whale/tdd,1,1.0,no_description,general,
cursor[bot],TheCiege23/allfantasy-v2-main,15,1.0,no_description,general,
cursor[bot],duckduckgo/autoconsent,15,2.0,no_description,general,
cursor[bot],handsontable/handsontable,10,3.0,no_description,general,
cursor[bot],hy2581/cuda,10,4.0,no_description,general,
cursor[bot],EmberEnterprises/Stillform,8,5.0,no_description,general,
cyberwitchery-agent[bot],cyberwitchery/netform,2,1.0,no_description,general,
cyberwitchery-agent[bot],cyberwitchery/alembic,1,2.0,no_description,general,
cyberwitchery-agent[bot],cyberwitchery/contextual-encoder,1,3.0,no_description,general,
cyberwitchery-agent[bot],cyberwitchery/familiar,1,4.0,no_description,general,
cyberwitchery-agent[bot],cyberwitchery/familiar-gemini,1,5.0,no_description,general,
cyberzone860-bot,cyberzone860-bot/apex-cyber-cafe,7,1.0,no_description,automation,
cybox-security-app[bot],HayimG/To-Do-AI,1,1.0,no_description,general,
cygwingitgadget[bot],cygwingitgadget/cygwin-patches-list-mirror,1,1.0,no_description,curated_list,
cypress[bot],secorto/secorto_web,1,1.0,no_description,general,
czarphage[bot],LyzorTx/coli_phage_interactions_2023,1,1.0,no_description,automation,
d-o-c-labassistant[bot],D-o-c-labs/Doc-Home-ops,3,1.0,no_description,general,
d2l-github-action-tokens[bot],Brightspace/frau-publisher,3,1.0,no_description,general,
d2l-github-action-tokens[bot],BrightspaceUI/lms-context-provider,3,2.0,no_description,general,
d2l-github-action-tokens[bot],BrightspaceUI/core,2,3.0,no_description,general,
d2l-github-action-tokens[bot],BrightspaceUI/testing,2,4.0,no_description,demo_or_test,
d2l-github-action-tokens[bot],Brightspace/frau-appconfig-builder,1,5.0,no_description,config,
dagshub[bot],smbrownai/shopper_intervention,1,1.0,no_description,general,
dancelist-event-adder[bot],qwandor/dancelist-data,2,1.0,no_description,curated_list,
dane-ai-mastra[bot],mastra-ai/mastra,1,1.0,no_description,general,
dapr-bot,dapr/helm-charts,1,1.0,no_description,general,
darwin-ci[bot],The-Darwin-Project/Blackboard,1,1.0,no_description,general,
data-for-geeks-bot[bot],altrhombus/DataForGeeks,1,1.0,no_description,general,
datadog-datadog-prod-us1-2[bot],DataDog/dd-trace-py,1,1.0,no_description,general,
datadog-datadog-prod-us1[bot],DataDog/integrations-core,1,1.0,no_description,general,
datadog-lambda-js-bot[bot],DataDog/datadog-lambda-js,1,1.0,no_description,general,
datnguyenn1231-bot,datnguyenn1231-bot/AuraSplit-Download,1,1.0,no_description,automation,
dazl[bot],Elizabeth23-dev/elkpd-lingkaran,2,1.0,no_description,general,
dbp-bot,dBildungsplattform/helm-charts-registry,2,1.0,no_description,general,
dbt-cloud[bot],alejandrotmartinez-lgtm/proyecto_final_DBT,8,1.0,no_description,general,
dbt-cloud[bot],Breakout-Labs/dbt-advanced,4,2.0,no_description,general,
dbt-cloud[bot],harrywaldeland/dbt_testrepository,2,3.0,no_description,demo_or_test,
dbt-cloud[bot],leweastwood73/GROUP15,2,4.0,no_description,general,
dbt-cloud[bot],navyahegde1204/dbt_activity,2,5.0,no_description,general,
dd-octo-sts-019303[bot],DataDog/supply-chain-firewall,2,1.0,no_description,general,
dd-octo-sts-019303[bot],DataDog/datadog-agent,1,2.0,no_description,general,
dd-octo-sts-09fbc5[bot],DataDog/datadog-agent,5,1.0,no_description,general,
dd-octo-sts-150931[bot],DataDog/IDE-SHEPHERD-extension,1,1.0,no_description,general,
dd-octo-sts-26fcfa[bot],DataDog/supply-chain-firewall,4,1.0,no_description,general,
dd-octo-sts-4191dd[bot],DataDog/IDE-SHEPHERD-extension,1,1.0,no_description,general,
dd-octo-sts-4191dd[bot],DataDog/datadog-agent,1,2.0,no_description,general,
dd-octo-sts-4caf68[bot],DataDog/supply-chain-firewall,1,1.0,no_description,general,
dd-octo-sts-6354d5[bot],DataDog/supply-chain-firewall,2,1.0,no_description,general,
dd-octo-sts-6bb5b9[bot],DataDog/supply-chain-firewall,1,1.0,no_description,general,
dd-octo-sts-6cbbf8[bot],DataDog/IDE-SHEPHERD-extension,1,1.0,no_description,general,
dd-octo-sts-aad58d[bot],DataDog/supply-chain-firewall,1,1.0,no_description,general,
dd-octo-sts-b8cf80[bot],DataDog/IDE-SHEPHERD-extension,2,1.0,no_description,general,
dd-octo-sts-b8cf80[bot],DataDog/datadog-agent,2,2.0,no_description,general,
dd-octo-sts-c33ac5[bot],DataDog/supply-chain-firewall,1,1.0,no_description,general,
dd-octo-sts[bot],DataDog/datadog-agent,19,1.0,no_description,general,
dd-octo-sts[bot],DataDog/integrations-core,5,2.0,no_description,general,
dd-octo-sts[bot],DataDog/java-profiler,2,3.0,no_description,general,
dd-octo-sts[bot],DataDog/IDE-SHEPHERD-extension,1,4.0,no_description,general,
dddttteeeuuuooo-bot,dddttteeeuuuooo-bot/Odidois,1,1.0,no_description,automation,
deadsnakes-issues-bot,deadsnakes/py3.14,1,1.0,no_description,general,
deepsource-autofix[bot],deepsourcestatus/test-repository,7,1.0,no_description,demo_or_test,
deepsource-autofix[bot],Keyyard/blogs,1,2.0,no_description,general,
deepsource-autofix[bot],krakend/krakend-audit,1,3.0,no_description,general,
deepsource-autofix[bot],sparlit/it-portal,1,4.0,no_description,general,
defaultdesigneworkflowswrite[bot],ch-sz-geo/Test_DefaultDesigne,2,1.0,no_description,demo_or_test,
delegate-gp[bot],thegoodparty/ops,1,1.0,no_description,general,
deliverino[bot],digitalfabrik/entitlementcard,1,1.0,no_description,general,
deliverino[bot],digitalfabrik/integreat-app,1,2.0,no_description,general,
demo-cloud-engine-bot[bot],NikolaMilosa/public-demo-canister-integration,1,1.0,no_description,demo_or_test,
deno-deploy[bot],qinyuanchun03/RSSHub,1,1.0,no_description,general,
dependabot-auto-merge-bot[bot],haoblackj/MidMap,1,1.0,no_description,general,
dependabot-auto-merge-permissions[bot],noshiro-pf/ts-codemod-lib,7,1.0,no_description,demo_or_test,
dependabot[bot],dotnet/docs,166,1.0,no_description,docs,
dependabot[bot],CarnaViire/docs,96,2.0,data_repository_source,docs,
dependabot[bot],gbz3/try_react_app,49,3.0,no_description,general,
dependabot[bot],devzy-benchmark/keycloak__keycloak-greptile__neatcode-experimental__20260415,39,4.0,no_description,general,
dependabot[bot],kenmoini/PowerDNS-Admin,34,5.0,no_description,general,
dependency-auto-merge[bot],fast-facts/ngx-pipes,1,1.0,no_description,general,
dependency-auto-merge[bot],fast-facts/ngx-socketio2,1,2.0,no_description,general,
dependencysherpa[bot],anokfireball/cloud-as-code,1,1.0,no_description,general,
depfu[bot],XPBytes/http_headers-utils,2,1.0,no_description,general,
depfu[bot],XPBytes/media_types-serialization,2,2.0,no_description,general,
depfu[bot],grekko/tic-tac-toe,2,3.0,no_description,general,
depfu[bot],mtdev2/nextcloud-snap,2,4.0,no_description,general,
depfu[bot],octopusinvitro/hanami-bookshelf,2,5.0,no_description,general,
deplai-dev-rohan[bot],rohankallummal/testingone,2,1.0,no_description,demo_or_test,
deploy-demon[bot],pwyde/home-ops,4,1.0,no_description,general,
deployment-status-posthog[bot],PostHog/posthog,2,1.0,no_description,general,
depot-bot,depot-demo-org/benchmark-posthog,5,1.0,no_description,demo_or_test,
depot-bot,depot/benchmark-mastodon,4,2.0,no_description,general,
depot-bot,depot/benchmark-zed,1,3.0,no_description,general,
descope-approve[bot],descope/auth-hosting,3,1.0,no_description,general,
descope-approve[bot],descope/python-sdk,3,2.0,no_description,general,
descope-approve[bot],descope/.github,1,3.0,no_description,general,
descope[bot],descope/python-sdk,16,1.0,no_description,general,
descope[bot],descope/.github,9,2.0,no_description,general,
descope[bot],descope/auth-hosting,5,3.0,no_description,general,
descope[bot],descope/descopecli,2,4.0,no_description,general,
descope[bot],descope/descope-flutter,1,5.0,no_description,general,
desenvolvedoree-bot,ShadowForgeWebstack/status,3,1.0,no_description,general,
desmondkusagah-bot,desmondkusagah-bot/Movie_Recommender-Project,2,1.0,no_description,automation,
desplega-bot,desplega-ai/agent-swarm,1,1.0,no_description,general,
dev-issue-to-pr[bot],youngchingjui/openai-realtime-agents-test-playground,3,1.0,no_description,demo_or_test,
dev-mend-for-github-com[bot],Nizar-dev-QA/lockfiletest,2,1.0,no_description,demo_or_test,
dev-mend-for-github-com[bot],Arye-H-Org/composio,1,2.0,no_description,general,
dev-mend-for-github-com[bot],TankOrgDev/wails,1,3.0,no_description,general,
dev-mend-for-github-com[bot],amaybaum-dev/cezerin,1,4.0,no_description,general,
devagiriashok09-bot,devagiriashok09-bot/git-practice09,2,1.0,no_description,automation,
devexp-slackbot[bot],datarobot/datarobot-user-models,2,1.0,no_description,automation,
devin-ai-integration[bot],MedSecureInc/authshield,25,1.0,no_description,general,
devin-ai-integration[bot],MedSecureInc/devin-security-dashboard,14,2.0,no_description,general,
devin-ai-integration[bot],OrpingtonClose/MiroThinker,11,3.0,no_description,general,
devin-ai-integration[bot],airbytehq/airbyte,10,4.0,no_description,general,
devin-ai-integration[bot],COG-GTM/metamask-mobile,9,5.0,no_description,general,
devin-project[bot],raghavvvgaba/Drum-Machine,1,1.0,no_description,general,
devpool-directory-superintendent[bot],devpool-directory/devpool-directory,1,1.0,no_description,general,
devzyai[bot],bhushan5640/certspotter,1,1.0,no_description,general,
dextek-bot[bot],krezh/dextek,2,1.0,no_description,general,
dfnsco-dfns-sdk-sync[bot],dfns/dfns-sdk-python,1,1.0,no_description,general,
dghubble-renovate[bot],poseidon/wait-for-status-checks,2,1.0,no_description,general,
dhi-app[bot],docker-hardened-images/log,104,1.0,no_description,general,
dhi-app[bot],docker-hardened-images/catalog,5,2.0,no_description,general,
dhis2-bot,d2-ci/metadata-management-app,4,1.0,no_description,general,
dhis2-bot,d2-ci/capture-app,2,2.0,no_description,general,
dhis2-bot,dhis2/dhis2-core,1,3.0,no_description,general,
dhis2-bot,dhis2/scheduler-app,1,4.0,no_description,general,
didactikbot[bot],didactiklabs/nixOS-server,1,1.0,no_description,general,
discord-gallery-bot[bot],wwr-alliance/gallery-data,1,1.0,no_description,general,
ditaccms-bot,SAP-docs/btp-cloud-platform,1,1.0,no_description,docs,
dixs-bot,dixs-bot/suzuki-iqbal,2,1.0,no_description,automation,
dls-release-please[bot],DiamondLightSource/workflows,6,1.0,no_description,automation,
dobby-coder[bot],encryption4all/postguard,1,1.0,no_description,general,
dobby-coder[bot],encryption4all/postguard-docs,1,2.0,no_description,docs,
docker-library-bot,docker-library/repo-info,2,1.0,no_description,general,
docker-library-bot,docker-library/meta,1,2.0,no_description,general,
docrphil-renovate[bot],RonaldPhilipsen/home-ops,3,1.0,no_description,general,
docs-sync-bot[bot],jppol-idp/internal-developer-platform,2,1.0,no_description,general,
documentation-ai[bot],JoinBoundless/documentationai-Docs,19,1.0,data_repository_source,docs,MDX
documentation-ai[bot],documentation-ai/documentationai-aetherflow,1,2.0,no_description,docs,
doda-bot,doda-dev/uptime,3,1.0,no_description,general,
dojobjob[bot],gucio1200/home-infra,3,1.0,no_description,general,
doodadlabs-bot,doodad-labs/tor-node-tracker,2,1.0,no_description,general,
doodadlabs-bot,doodad-labs/disposable-email-domains,1,2.0,no_description,general,
dosubot[bot],infiniflow/ragflow,2,1.0,no_description,general,
dosubot[bot],Agenta-AI/agenta,1,2.0,no_description,general,
dosubot[bot],Comfy-Org/ComfyUI_frontend,1,3.0,no_description,general,
dosubot[bot],better-auth/better-auth,1,4.0,no_description,general,
dosubot[bot],cozystack/cozystack,1,5.0,no_description,general,
dotnet-agent-team-bot,newrelic/newrelic-dotnet-agent,1,1.0,no_description,general,
dotnet-bot,microsoft/testfx,2,1.0,no_description,demo_or_test,
dotnet-maestro[bot],dotnet/dotnet,3,1.0,no_description,general,
dotnet-maestro[bot],dotnet/aspnetcore,1,2.0,no_description,general,
dotnet-maestro[bot],dotnet/efcore,1,3.0,no_description,general,
dotnet-maestro[bot],dotnet/performance,1,4.0,no_description,general,
dotnet-maestro[bot],dotnet/templating,1,5.0,no_description,general,
dotnet-policy-service[bot],dotnet/docs,61,1.0,no_description,docs,
dotnet-policy-service[bot],dotnet/docs-maui,1,2.0,no_description,docs,
dotnet-updater[bot],xt0rted/dotnet-startup-projects,1,1.0,no_description,general,
dotnix-flake-updater[bot],yutakobayashidev/dotnix,8,1.0,no_description,general,Nix
doug-piranha-bot[bot],haraldkoch/kochhaus-home,4,1.0,no_description,general,
doug-piranha-bot[bot],haraldkoch/user-volume-test,2,2.0,no_description,demo_or_test,
doxynix-deps-bot[bot],doxynix/doxynix,1,1.0,no_description,general,
doxynix-release-bot[bot],doxynix/doxynix,1,1.0,no_description,general,
dpl-platform-bot,danskernesdigitalebibliotek/dpl-web,1,1.0,no_description,general,
drag0n141-bot[bot],drag0n141/home-ops,9,1.0,no_description,general,
drata-code[bot],james-p-org-repos/terrafail,4,1.0,no_description,general,
drayahapak-bot,drayahapak-bot/Operating-System-SE,1,1.0,no_description,automation,
dsb-bot,dsb-bot/dsb-database,11,1.0,no_description,automation,
duckdblabs-bot,duckdb/duckdb-web,1,1.0,no_description,general,
ducphatnguyen120411-bot,ducphatnguyen120411-bot/Botbongda,1,1.0,no_description,automation,
dunce-bot[bot],dapperdivers/dapper-cluster,11,1.0,no_description,general,
duncebot[bot],sarcasticgoat/k8s-gitops,9,1.0,no_description,general,
dusk-bot[bot],Exikle/Artemis-Cluster,3,1.0,no_description,general,
dwp-mirror-bot,dwp/ref-data-services,3,1.0,no_description,general,
dwp-mirror-bot,dwp/laterlife-agent-prototype,1,2.0,no_description,general,
dwp-mirror-bot,dwp/mcmc-prototype,1,3.0,no_description,general,
dxcore-sync-bot[bot],join-with/dxcore,2,1.0,no_description,general,
dylan-botler[bot],dbut2/sapphire,2,1.0,no_description,general,
dylanrosas2211-bot,dylanrosas2211-bot/kotlin-fundamentos-e-Intro-a-tdd,1,1.0,no_description,automation,
e-com-plus-storefront[bot],ecomplus-stores/pijamasluacheiasbc,7,1.0,no_description,general,
e-com-plus-storefront[bot],ecomplus-stores/conexaohome,6,2.0,no_description,general,
e-com-plus-storefront[bot],ecomplus-stores/netfiltros,6,3.0,no_description,general,
e-com-plus-storefront[bot],ecomplus-stores/callegaricapelli,5,4.0,no_description,general,
e-com-plus-storefront[bot],ecomplus-stores/jessimakeacessorios,4,5.0,no_description,general,
e2e-test-local-app[bot],susdas-qe/devfile-sample-python-basic,3,1.0,no_description,demo_or_test,
e2e-test-local-app[bot],susdas-qe/build-nudge-child-pyokck,2,2.0,no_description,general,
e2e-test-local-app[bot],susdas-qe/build-nudge-parent-pyokck,1,3.0,no_description,general,
e2e-test-local-app[bot],susdas-qe/build-nudge-parent-tpwsga,1,4.0,no_description,general,
eana-bot,bolawell/renovate-bot,1,1.0,no_description,automation,
easyscience[bot],easyscience/dashboard,3,1.0,no_description,general,
ebc-aixlib-bot,RWTH-EBC/AixLib,1,1.0,no_description,general,
ecc-tools[bot],brookehoward2008-droid/babbled-wear,2,1.0,no_description,general,
ecc-tools[bot],ppakpoomm/openclaw,1,2.0,no_description,general,
echo-vulnerability-management[bot],buildecho/vuln-list,3,1.0,no_description,curated_list,
eclipse-apoapsis-bot,eclipse-apoapsis/helm-charts,2,1.0,no_description,general,
eclipse-apoapsis-bot,eclipse-apoapsis/ort-server,2,2.0,no_description,general,
eclipse-ers-bot,eclipse-ers/.eclipsefdn,1,1.0,no_description,general,
eclipse-quneiform-bot,eclipse-quneiform/.eclipsefdn,1,1.0,no_description,general,
eclipse-set-bot,eclipse-set/set,1,1.0,no_description,general,
eclipse-temurin-bot,adoptium/jdk,1,1.0,no_description,general,
ecoscript[bot],portabletext/editor,1,1.0,no_description,general,
edgarfranciscothome-bot,edgarfranciscothome-bot/flecha-vmix-plugin,2,1.0,no_description,automation,
edge-deployer-sync[bot],edgetrade/edge,1,1.0,no_description,general,
edge-impulse-firmware-uploader[bot],edgeimpulse/edge-impulse-linux-cli,1,1.0,no_description,general,
edge-impulse-firmware-uploader[bot],edgeimpulse/edge-impulse-sdk-pack,1,2.0,no_description,general,
edge-impulse-firmware-uploader[bot],edgeimpulse/edge-impulse-sdk-zephyr,1,3.0,no_description,general,
eduardoglicerio-bot,eduardoglicerio-bot/apresentacao,2,1.0,no_description,automation,
edx-pipeline-bot,edx/edx-platform,1,1.0,no_description,general,
eip-review-bot,ethereum/ERCs,1,1.0,no_description,general,
ekline[bot],okteto/docs,1,1.0,no_description,docs,
ekoopmans-github-release-tokens[bot],eKoopmans/html2pdf.js,2,1.0,no_description,general,
eks-distro-pr-bot,eks-distro-pr-bot/eks-anywhere,3,1.0,no_description,automation,
eks-distro-pr-bot,eks-distro-pr-bot/eks-anywhere-build-tooling,2,2.0,no_description,automation,
elastic-renovate-prod[bot],elastic/ems-landing-page,5,1.0,no_description,general,
elastic-renovate-prod[bot],elastic/terraform-provider-elasticstack,5,2.0,no_description,general,
elastic-renovate-prod[bot],elastic/eck-diagnostics,4,3.0,no_description,general,
elastic-renovate-prod[bot],elastic/cloudbeat,1,4.0,no_description,general,
elastic-renovate-prod[bot],elastic/elastic-otel-java,1,5.0,no_description,general,
elastic-vault-github-plugin-prod[bot],elastic/clients-flight-recordings,3,1.0,no_description,general,
elastic-vault-github-plugin-prod[bot],elastic/kibana,3,2.0,no_description,general,
elastic-vault-github-plugin-prod[bot],paulinashakirova/kibana,3,3.0,no_description,general,
elastic-vault-github-plugin-prod[bot],carlosdelest/elasticsearch,2,4.0,no_description,general,
elastic-vault-github-plugin-prod[bot],dej611/kibana,2,5.0,no_description,general,
