actor_login,repo_name,event_count,rank,purpose_label,name_category,language
NeutronBlaze-bot,NeutronBlaze-bot/NeutronBlaze,5,1.0,no_description,automation,
OCA-git-bot,OCA/sale-workflow,4,1.0,no_description,automation,
OCA-git-bot,OCA/l10n-brazil,3,2.0,no_description,general,
OCA-git-bot,OCA/server-tools,2,3.0,no_description,general,
OCA-git-bot,OCA/stock-logistics-warehouse,2,4.0,no_description,general,
OCA-git-bot,OCA/storage,2,5.0,no_description,general,
OTA-Bot,OpenTermsArchive/dating-snapshots,1,1.0,no_description,general,
OTA-Bot,OpenTermsArchive/genai-eu-snapshots,1,2.0,no_description,general,
OTA-Bot,OpenTermsArchive/sante-numerique-france-snapshots,1,3.0,no_description,general,
OTA-Bot,OpenTermsArchive/vlopses-ca-versions,1,4.0,no_description,general,
OhMyGuus-Bot,OhMyGuus/I-Still-Dont-Care-About-Cookies,2,1.0,no_description,general,
Peej11-bot,Peej11/homelab,3,1.0,no_description,general,
PixelOS-Bot,PixelOS-AOSP/official_devices,1,1.0,no_description,general,
Prajna-bot,Suraj-G-Rao/Operating-System-Lab,1,1.0,no_description,general,
Renovate-Bot-PedroPombeiro,pedropombeiro/gitlab-dashboard,3,1.0,no_description,general,
Slobos-AFK-bot,Slobos-AFK-bot/Super-cool-afk-bot,1,1.0,no_description,automation,
StarryBlueSky-bot,SlashNephy/divination-distrib,7,1.0,no_description,general,
StarryBlueSky-bot,SlashNephy/anime-titles-map,2,2.0,no_description,general,
StateV-Bot,statevde/statev_v3_issues,2,1.0,no_description,general,
Stream-SDK-Bot,GetStream/stream-video-swift,1,1.0,no_description,general,
TECHNO-CYBER-bot,TECHNO-CYBER-bot/ass4.,1,1.0,no_description,automation,
TECHNO-CYBER-bot,TECHNO-CYBER-bot/ass5.,1,2.0,no_description,automation,
TUSHAR-RGB-bot,TUSHAR-RGB-bot/n8n-autoscaling,1,1.0,no_description,automation,
